,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 15:02:18.356174,"(4.4, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(9.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.772)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:19.429579,"(4.4, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(9.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.772)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:20.375208,"(4.4, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(9.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.772)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:21.283825,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.772)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:22.263980,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.772)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:23.236319,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.78, 2.76)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:02:24.189805,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.74)","(21.0, 28.0, 27.0)","(3.8, 4.5, 4.465909090909091)","(19.0, 25.0, 25.0)"
07-01-2023 15:02:25.111375,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.74)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.5)"
07-01-2023 15:02:26.092918,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.5)"
07-01-2023 15:02:27.214030,"(4.6, 5.0, 4.967105263157895)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.5)"
07-01-2023 15:02:28.275681,"(4.6, 5.0, 4.962121212121212)","(15.0, 19.5, 19.11111111111111)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:29.238193,"(4.6, 5.0, 4.962121212121212)","(15.0, 20.0, 19.727272727272727)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:30.170680,"(4.6, 5.0, 4.962121212121212)","(15.0, 20.0, 19.983870967741936)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.450515463917526)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:31.165338,"(4.6, 5.0, 4.962121212121212)","(15.0, 21.0, 20.25)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.450515463917526)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:32.137123,"(4.6, 5.0, 4.962121212121212)","(15.0, 21.0, 20.214285714285715)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.76, 2.7336842105263157)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.465909090909091)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:33.186908,"(4.6, 5.0, 4.962121212121212)","(15.0, 21.0, 20.214285714285715)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.74, 2.707692307692308)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.4423076923076925)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:34.154638,"(4.6, 5.0, 4.962121212121212)","(15.0, 21.0, 20.214285714285715)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.6971428571428575)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.4423076923076925)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:35.234970,"(4.6, 5.0, 4.962121212121212)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.4423076923076925)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:36.258201,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.428571428571429)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:37.278924,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.428571428571429)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:38.360289,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.428571428571429)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:39.325150,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7)","(21.0, 28.0, 27.68)","(3.8, 4.5, 4.4423076923076925)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:40.332752,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.72, 2.7139130434782612)","(21.0, 28.0, 27.764705882352942)","(3.8, 4.5, 4.352777777777778)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:41.294426,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.74, 2.7226086956521742)","(21.0, 28.0, 27.764705882352942)","(3.8, 4.4, 4.353424657534247)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:42.217824,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.74, 2.7262068965517243)","(21.0, 28.0, 27.789473684210527)","(3.8, 4.4, 4.353424657534247)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:43.135499,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.74, 2.7262068965517243)","(21.0, 28.0, 27.789473684210527)","(3.8, 4.4, 4.353424657534247)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:44.042401,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.74, 2.7262068965517243)","(21.0, 28.0, 27.789473684210527)","(3.8, 4.4, 4.353424657534247)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:44.939018,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7356521739130435)","(21.0, 28.0, 27.789473684210527)","(3.8, 4.4, 4.353424657534247)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:45.938242,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.791666666666668)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7356521739130435)","(21.0, 28.0, 27.789473684210527)","(3.8, 4.4, 4.418181818181818)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:47.031091,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.9)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7345454545454544)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.5, 4.310526315789474)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:47.981818,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.6875)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7345454545454544)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.4, 4.310526315789474)","(19.0, 26.0, 25.454545454545453)"
07-01-2023 15:02:48.889769,"(4.6, 5.0, 4.964788732394366)","(15.0, 21.0, 20.6875)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7345454545454544)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.4, 4.229411764705882)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:49.802605,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.743157894736842)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.3, 4.229411764705882)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:50.724590,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.743157894736842)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.3, 4.26)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:51.615245,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.743157894736842)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.3, 4.2)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:52.538844,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7472)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.179090909090909)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:53.435806,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7472)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.179090909090909)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:54.363107,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7472)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.191111111111111)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:55.306570,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.736842105263158)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.76, 2.7253543307086616)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.15)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:56.237535,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.82608695652174)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.8, 2.765891472868217)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.15)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:57.171591,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.82608695652174)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.8, 2.7657575757575756)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.15)","(19.0, 26.0, 25.571428571428573)"
07-01-2023 15:02:58.078704,"(4.6, 5.0, 4.967532467532467)","(15.0, 21.0, 20.82608695652174)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.8, 2.7657575757575756)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.178540772532189)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:02:58.999004,"(4.6, 5.0, 4.982539682539683)","(15.0, 22.0, 20.584615384615386)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.8, 2.7657575757575756)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.185496183206107)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:02:59.939558,"(4.6, 5.0, 4.97027027027027)","(15.0, 22.0, 20.584615384615386)","(10.0, 14.0, 13.318181818181818)","(2.4, 2.8, 2.7638399999999996)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.170967741935484)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:03:00.856689,"(4.6, 5.0, 4.97027027027027)","(15.0, 22.0, 20.584615384615386)","(10.0, 14.0, 13.387755102040817)","(2.4, 2.84, 2.8066666666666666)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.158620689655172)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:03:01.781232,"(4.6, 5.0, 4.97027027027027)","(15.0, 22.0, 20.584615384615386)","(10.0, 14.0, 13.25)","(2.4, 2.84, 2.8236363636363633)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.169747899159664)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:03:02.688521,"(4.6, 5.0, 4.968421052631579)","(15.0, 22.0, 20.542857142857144)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.8236363636363633)","(21.0, 28.0, 27.56756756756757)","(3.8, 4.2, 4.176229508196721)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:03:03.590642,"(4.6, 4.9, 4.886486486486487)","(15.0, 22.0, 20.542857142857144)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.82, 2.8)","(21.0, 28.0, 27.57894736842105)","(3.8, 4.2, 4.176229508196721)","(19.0, 26.0, 25.88888888888889)"
07-01-2023 15:03:04.534652,"(4.6, 4.9, 4.886486486486487)","(15.0, 22.0, 20.542857142857144)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.8330434782608696)","(21.0, 28.0, 28.384615384615383)","(3.8, 4.2, 4.165957446808511)","(19.0, 26.0, 25.135135135135137)"
07-01-2023 15:03:05.426426,"(4.6, 4.9, 4.886111111111111)","(15.0, 22.0, 20.542857142857144)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.82, 2.816)","(21.0, 29.0, 28.384615384615383)","(3.8, 4.2, 4.165957446808511)","(19.0, 26.0, 25.135135135135137)"
07-01-2023 15:03:06.330921,"(4.6, 4.9, 4.886111111111111)","(15.0, 22.0, 20.542857142857144)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.165957446808511)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:07.229780,"(4.6, 4.9, 4.886111111111111)","(15.0, 22.0, 20.55072463768116)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.165957446808511)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:08.146463,"(4.6, 4.9, 4.886915887850468)","(15.0, 22.0, 20.55072463768116)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.165957446808511)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:09.062426,"(4.6, 4.9, 4.886915887850468)","(15.0, 22.0, 20.55072463768116)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.165957446808511)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:09.966436,"(4.6, 4.9, 4.886915887850468)","(15.0, 22.0, 20.55072463768116)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.151408450704225)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:10.893897,"(4.6, 4.9, 4.886915887850468)","(15.0, 22.0, 20.52777777777778)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.83)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.165151515151515)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:11.815114,"(4.6, 5.0, 4.936111111111112)","(15.0, 22.0, 20.59375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.8388059701492536)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.2, 4.233333333333333)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:12.734521,"(4.6, 4.9, 4.887735849056604)","(15.0, 22.0, 20.59375)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.8388059701492536)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.3, 4.240952380952381)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:13.668454,"(4.6, 4.9, 4.887735849056604)","(15.0, 22.0, 20.64406779661017)","(10.0, 14.0, 13.25)","(2.4, 2.84, 2.8388059701492536)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.3, 4.240952380952381)","(19.0, 25.0, 24.875)"
07-01-2023 15:03:14.630705,"(4.6, 4.9, 4.890298507462687)","(15.0, 22.0, 20.51851851851852)","(10.0, 14.0, 13.25)","(2.4, 2.86, 2.833333333333333)","(21.0, 29.0, 28.333333333333332)","(3.8, 4.3, 4.2215189873417724)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:15.571409,"(4.6, 4.8, 4.788571428571428)","(15.0, 22.0, 20.571428571428573)","(10.0, 14.0, 13.25)","(2.4, 2.86, 2.8362962962962963)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:16.529558,"(4.6, 4.7, 4.694285714285715)","(15.0, 22.0, 20.524590163934427)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8492682926829267)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:17.442115,"(4.6, 4.7, 4.694285714285715)","(15.0, 21.0, 20.88888888888889)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:18.380594,"(4.6, 4.8, 4.75287356321839)","(15.0, 21.0, 20.88888888888889)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:19.292890,"(4.6, 4.8, 4.745054945054945)","(15.0, 21.0, 20.88888888888889)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:20.205212,"(4.6, 4.8, 4.7444444444444445)","(15.0, 21.0, 20.88888888888889)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.21747572815534)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:21.379119,"(4.6, 4.8, 4.732432432432432)","(15.0, 22.0, 21.6)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.248170731707317)","(19.0, 25.0, 24.85)"
07-01-2023 15:03:22.339210,"(4.6, 4.8, 4.732432432432432)","(15.0, 22.0, 21.6)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.86, 2.8385365853658535)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.248170731707317)","(19.0, 25.0, 24.90625)"
07-01-2023 15:03:23.313520,"(4.6, 4.8, 4.728235294117647)","(15.0, 22.0, 21.352941176470587)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.831176470588235)","(21.0, 29.0, 28.357142857142858)","(3.8, 4.3, 4.248170731707317)","(19.0, 25.0, 24.90625)"
07-01-2023 15:03:24.322187,"(4.6, 4.8, 4.728235294117647)","(15.0, 22.0, 21.666666666666668)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.84, 2.856326530612245)","(21.0, 29.0, 28.225806451612904)","(3.8, 4.3, 4.24620253164557)","(19.0, 25.0, 24.90625)"
07-01-2023 15:03:25.260443,"(4.6, 4.8, 4.726666666666667)","(15.0, 22.0, 21.666666666666668)","(10.0, 14.0, 13.268292682926829)","(2.4, 2.88, 2.856326530612245)","(21.0, 29.0, 28.085714285714285)","(3.8, 4.3, 4.183127572016461)","(19.0, 25.0, 24.90625)"
07-01-2023 15:03:26.174565,"(4.6, 4.8, 4.726666666666667)","(15.0, 22.0, 21.666666666666668)","(10.0, 13.5, 13.333333333333334)","(2.4, 2.88, 2.8606060606060604)","(21.0, 29.0, 28.085714285714285)","(3.8, 4.2, 4.183127572016461)","(19.0, 25.0, 24.90625)"
07-01-2023 15:03:27.139518,"(4.6, 4.8, 4.741666666666667)","(15.0, 23.0, 21.90566037735849)","(10.0, 13.5, 13.2)","(2.4, 2.88, 2.8606060606060604)","(21.0, 29.0, 27.31578947368421)","(3.8, 4.2, 4.173308270676692)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:28.139893,"(4.6, 4.8, 4.730864197530864)","(15.0, 23.0, 21.90566037735849)","(10.0, 13.5, 13.2)","(2.4, 2.88, 2.8606060606060604)","(21.0, 29.0, 27.31578947368421)","(3.8, 4.2, 4.167579908675799)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:29.082405,"(4.6, 4.8, 4.703448275862069)","(15.0, 23.0, 21.90566037735849)","(10.0, 13.5, 13.2)","(2.4, 2.88, 2.8606060606060604)","(21.0, 29.0, 27.31578947368421)","(3.8, 4.2, 4.167579908675799)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:29.990247,"(4.4, 4.8, 4.702941176470588)","(15.0, 23.0, 21.842105263157894)","(10.0, 13.5, 13.32)","(2.4, 2.88, 2.857894736842105)","(21.0, 29.0, 27.4)","(3.7, 4.2, 4.1714859437751)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:30.885544,"(4.4, 4.7, 4.689726027397261)","(15.0, 23.0, 21.842105263157894)","(10.0, 14.0, 13.355555555555556)","(2.4, 2.88, 2.857894736842105)","(21.0, 29.0, 27.4)","(3.7, 4.2, 4.1714859437751)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:31.793077,"(4.4, 4.7, 4.689510489510489)","(15.0, 23.0, 21.842105263157894)","(10.0, 14.0, 13.387755102040817)","(2.4, 2.88, 2.857894736842105)","(21.0, 29.0, 27.4)","(3.7, 4.2, 4.1714859437751)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:32.684458,"(4.4, 4.7, 4.689510489510489)","(15.0, 23.0, 21.842105263157894)","(10.0, 14.0, 13.387755102040817)","(2.4, 2.88, 2.857894736842105)","(21.0, 29.0, 27.4)","(3.7, 4.2, 4.1714859437751)","(19.0, 26.0, 25.015384615384615)"
07-01-2023 15:03:33.605851,"(4.4, 4.8, 4.7095890410958905)","(15.0, 23.0, 21.96875)","(10.0, 14.0, 13.387755102040817)","(2.4, 2.88, 2.8723076923076922)","(21.0, 29.0, 27.533333333333335)","(3.7, 4.1, 4.091111111111111)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:34.512316,"(4.4, 4.8, 4.7095890410958905)","(15.0, 23.0, 22.0)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.895111111111111)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.088636363636363)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:35.429992,"(4.4, 4.8, 4.7095890410958905)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.895111111111111)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.087577639751553)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:36.305852,"(4.4, 4.8, 4.7095890410958905)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.9034482758620688)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.087577639751553)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:37.250015,"(4.4, 4.8, 4.7095890410958905)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.9034482758620688)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.087577639751553)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:38.195253,"(4.4, 4.8, 4.732432432432432)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.9034482758620688)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.087577639751553)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:39.129995,"(4.4, 4.8, 4.728235294117647)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.9034482758620688)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.08150289017341)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:40.046263,"(4.4, 4.9, 4.850819672131148)","(15.0, 23.0, 22.223529411764705)","(10.0, 14.0, 13.423076923076923)","(2.4, 2.92, 2.9034482758620688)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.08150289017341)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:41.029578,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.92, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.074509803921568)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:42.053618,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.9, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.074509803921568)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:42.998890,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.9, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.074509803921568)","(19.0, 26.0, 25.03030303030303)"
