,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 16:12:00.667524,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:01.702750,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:02.810185,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:03.925579,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:05.057206,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:06.077186,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:07.099127,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.745454545454546)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:08.207622,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.745454545454546)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:09.342686,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.133333333333333)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:10.471307,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 10.133333333333333)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:11.616252,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 10.133333333333333)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:12.678194,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:13.685420,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:14.725923,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:15.809598,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:16.948552,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:12:18.052353,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 132.0)"
05-01-2023 16:12:19.162203,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 132.0)"
05-01-2023 16:12:20.199866,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 132.0)"
05-01-2023 16:12:21.243714,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 132.0)"
05-01-2023 16:12:22.263838,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 132.0)"
05-01-2023 16:12:23.366589,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 104.0)"
05-01-2023 16:12:24.507597,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:25.682442,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:26.811939,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:27.886430,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:28.941551,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 76.66666666666667)"
05-01-2023 16:12:29.951521,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:31.014418,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:32.103087,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:33.189996,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:34.301095,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:35.436987,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:36.528985,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:37.594930,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:38.649078,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:39.706459,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:40.764761,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:41.957252,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:43.056409,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:44.199335,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:45.286730,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:46.381007,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:47.465964,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:48.525728,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:49.573335,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:50.663652,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:51.768821,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:52.903936,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:53.992878,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:55.089007,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:56.167466,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:57.263732,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:58.308190,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:12:59.313167,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:00.350978,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:01.451369,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:02.587943,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:03.737457,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:04.896109,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:05.988326,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:07.055937,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:08.064629,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 72.57142857142857)"
05-01-2023 16:13:09.081948,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 9.45)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 16.75)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:10.193839,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 16.75)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:11.335388,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:12.458808,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:13.577801,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 13.35)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:14.820755,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 13.35)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:15.956024,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 10.557142857142857)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:17.003230,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 108.66666666666666)","(8.5, 17.5, 10.557142857142857)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:18.108285,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.425)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:19.183750,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.425)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:20.279344,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.425)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.0)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:21.377961,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:22.483392,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:23.550160,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:24.669665,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:25.826512,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:26.950835,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 113.33333333333334)","(8.5, 17.5, 11.575)","(101.0, 650.0, 208.33333333333331)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:28.060698,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:29.204201,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 116.66666666666666)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:30.338992,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 116.66666666666666)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:31.369403,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 116.66666666666666)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:32.441295,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 116.66666666666666)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
05-01-2023 16:13:33.651753,"(1.7, 2.56, 2.16)","(3.4, 4.7, 3.6937499999999996)","(6.5, 11.5, 8.379999999999999)","(41.0, 230.0, 116.66666666666666)","(8.5, 17.5, 11.575)","(101.0, 650.0, 225.0)","(10.0, 22.0, 17.25)","(41.0, 220.0, 74.28571428571428)"
