,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 16:10:20.467575,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 15.014285714285714)","(101.0, 650.0, 372.5)","(10.0, 22.0, 19.8)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:21.570418,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 15.014285714285714)","(101.0, 650.0, 372.5)","(10.0, 22.0, 19.8)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:22.719180,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 372.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:23.942169,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 372.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:25.128807,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 372.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:26.177000,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 372.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:27.512925,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 372.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:28.866751,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:30.048169,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:31.460337,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.966666666666667)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 150.0)"
05-01-2023 16:10:32.867452,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:33.962465,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:34.951637,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:36.009836,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:37.104781,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 187.5)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:38.270278,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:39.481948,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:40.673400,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:42.198161,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:43.663753,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:44.726582,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 375.0)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:45.942550,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:47.255160,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:48.476253,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:49.742116,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:51.079142,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:52.568675,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:53.774922,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:54.907294,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:56.078071,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:57.336071,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:58.621479,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:10:59.866117,"(1.7, 2.58, 1.8055555555555556)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:11:01.076692,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:11:02.201337,"(1.7, 2.58, 1.9463636363636363)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 70.0)"
05-01-2023 16:11:03.331440,"(1.7, 2.58, 1.9)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:04.514343,"(1.7, 2.58, 1.8942857142857144)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:05.755480,"(1.7, 2.58, 1.8942857142857144)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:06.949836,"(1.7, 2.58, 1.8942857142857144)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:08.104400,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:09.188788,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:10.173967,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:11.331643,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:12.479831,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:13.699552,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 91.42857142857143)"
05-01-2023 16:11:14.803798,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:15.929738,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:17.026900,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:18.193171,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:19.469116,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:20.726749,"(1.7, 2.58, 1.803157894736842)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:21.936364,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:23.104497,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:24.196845,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:25.258198,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:26.438202,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:27.682783,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:28.989178,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:30.211876,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:31.399756,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:32.571490,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:33.747330,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:34.867396,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:36.073303,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:37.212603,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 11.274999999999999)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 85.0)"
05-01-2023 16:11:38.403840,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 10.583333333333332)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 143.71428571428572)"
05-01-2023 16:11:39.617750,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:40.932023,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:42.172116,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:43.354762,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:44.510937,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:45.537840,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:46.719580,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:47.947702,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:49.152397,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:50.312684,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:51.419635,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:52.531620,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:53.652171,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:54.820285,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:56.057031,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.4)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:57.265858,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.4)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:58.499250,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
05-01-2023 16:11:59.708950,"(1.7, 2.56, 2.16)","(3.4, 4.7, 4.175)","(6.5, 12.0, 10.028571428571428)","(41.0, 230.0, 177.42857142857142)","(8.5, 17.5, 10.385714285714284)","(101.0, 650.0, 558.3333333333334)","(10.0, 22.0, 16.75)","(41.0, 220.0, 69.14285714285714)"
