,Regal Aura,Armarockstar,You Fly With Me Nz,Lorinda Kate,Beyond The Sea,Libba Racy,Terror In Texas,Caribbean Lily Nz
11-01-2023 19:10:08.589396,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.933333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:09.735021,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.933333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:10.885090,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.933333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:12.082056,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.794736842105263)","(4.8, 99999, 99990)"
11-01-2023 19:10:13.312744,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:14.429155,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.6, 9.417142857142856)","(14.0, 99999, 99990)","(101.0, 230.0, 222.17391304347825)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:15.693033,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 230.0, 198.0)","(2.7, 3.0, 2.982)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:16.862310,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 230.0, 198.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:18.060112,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.325000000000001)","(14.0, 99999, 99990)","(101.0, 230.0, 198.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:19.390922,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.325000000000001)","(14.0, 99999, 99990)","(101.0, 230.0, 198.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:20.575423,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.325000000000001)","(14.0, 99999, 99990)","(101.0, 230.0, 470.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:21.752962,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 550.0, 496.6666666666667)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:22.952146,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 540.0, 454.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:24.065562,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 530.0, 454.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:25.192959,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 530.0, 446.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:26.664903,"(6.5, 8.2, 7.533333333333333)","(4.4, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 520.0, 470.0)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:27.931217,"(6.5, 8.2, 7.533333333333333)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 510.0, 452.22222222222223)","(2.7, 3.0, 2.92)","(51.0, 65.0, 60.0)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:29.152356,"(6.5, 8.2, 7.533333333333333)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 490.0, 266.6666666666667)","(2.7, 3.0, 2.92)","(51.0, 65.0, 63.333333333333336)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:30.474507,"(6.5, 8.2, 7.533333333333333)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 480.0, 266.6666666666667)","(2.7, 3.0, 2.92)","(51.0, 70.0, 63.333333333333336)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:31.769514,"(6.5, 8.2, 7.533333333333333)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 480.0, 310.0)","(2.7, 3.0, 2.975)","(51.0, 70.0, 63.333333333333336)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:32.981454,"(6.5, 8.2, 7.533333333333333)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 460.0, 310.0)","(2.7, 3.0, 2.964)","(51.0, 70.0, 65.2)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:34.180180,"(6.5, 8.2, 7.729411764705882)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 460.0, 256.6666666666667)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:35.308931,"(6.5, 8.2, 7.729411764705882)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 450.0, 256.6666666666667)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 4.88421052631579)","(4.8, 99999, 99990)"
11-01-2023 19:10:36.409688,"(6.5, 8.2, 7.624)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 450.0, 208.33333333333334)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 4.92)","(4.8, 99999, 99990)"
11-01-2023 19:10:37.599169,"(6.5, 8.2, 7.624)","(4.6, 9.4, 9.30625)","(14.0, 99999, 99990)","(101.0, 450.0, 250.0)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.4, 4.92)","(4.8, 99999, 99990)"
11-01-2023 19:10:38.861624,"(6.5, 8.2, 7.624)","(4.6, 9.4, 8.327272727272728)","(14.0, 99999, 99990)","(101.0, 430.0, 250.0)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.4, 4.92)","(4.8, 99999, 99990)"
11-01-2023 19:10:39.993937,"(6.5, 8.2, 7.624)","(4.6, 8.8, 8.327272727272728)","(14.0, 99999, 99990)","(101.0, 430.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.4, 4.92)","(4.8, 99999, 99990)"
11-01-2023 19:10:41.209852,"(6.5, 8.2, 7.624)","(4.6, 9.2, 9.033333333333333)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.4, 4.92)","(4.8, 99999, 99990)"
11-01-2023 19:10:42.334841,"(6.5, 8.2, 7.624)","(4.6, 9.0, 8.65)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.4, 5.2444444444444445)","(4.8, 99999, 99990)"
11-01-2023 19:10:43.392492,"(6.5, 8.2, 7.624)","(4.6, 10.0, 9.0)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:10:44.418242,"(6.5, 8.2, 7.48)","(4.6, 10.0, 9.0)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:10:45.422605,"(6.5, 8.2, 7.48)","(4.6, 8.8, 8.633333333333333)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:10:46.476711,"(6.5, 8.2, 7.48)","(4.6, 10.0, 8.666666666666668)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.964)","(51.0, 70.0, 62.666666666666664)","(4.6, 5.6, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:10:47.618501,"(6.5, 8.2, 7.48)","(4.6, 9.0, 8.44)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 70.0, 59.333333333333336)","(4.6, 5.6, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:48.687604,"(6.5, 8.2, 7.48)","(4.6, 10.5, 10.102941176470589)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.5, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:49.774088,"(6.5, 8.2, 7.48)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.5, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:50.893868,"(6.5, 8.2, 7.48)","(4.6, 9.0, 8.3)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 62.0)","(4.6, 5.5, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:51.965491,"(6.5, 8.2, 7.48)","(4.6, 9.4, 9.100000000000001)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 62.0)","(4.6, 5.5, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:53.031952,"(6.5, 8.2, 7.48)","(4.6, 8.8, 8.305882352941175)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 55.5)","(4.6, 5.5, 5.033333333333333)","(4.8, 99999, 99990)"
11-01-2023 19:10:54.078969,"(6.5, 8.2, 7.48)","(4.6, 8.8, 8.615384615384615)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.92)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.5, 4.9399999999999995)","(4.8, 99999, 99990)"
11-01-2023 19:10:55.158418,"(6.5, 8.2, 7.6)","(4.6, 9.0, 8.533333333333333)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.978918918918919)","(51.0, 65.0, 62.57142857142857)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:10:56.155626,"(6.5, 8.2, 7.730434782608695)","(4.6, 9.2, 8.933333333333334)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.978918918918919)","(51.0, 65.0, 62.57142857142857)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:10:57.204176,"(6.5, 8.2, 7.730434782608695)","(4.6, 8.8, 8.488888888888889)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 3.0, 2.904)","(51.0, 65.0, 62.57142857142857)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:10:58.242371,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.613333333333333)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 2.94, 2.928888888888889)","(51.0, 65.0, 61.6)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:10:59.296996,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.333333333333332)","(14.0, 99999, 99990)","(101.0, 420.0, 246.66666666666669)","(2.7, 2.94, 2.928888888888889)","(51.0, 65.0, 61.6)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:11:00.413536,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.333333333333332)","(14.0, 99999, 99990)","(101.0, 410.0, 243.33333333333331)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 61.6)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:11:01.557592,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.333333333333332)","(14.0, 99999, 99990)","(101.0, 410.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.75)","(4.6, 5.5, 5.118181818181818)","(4.8, 99999, 99990)"
11-01-2023 19:11:02.641595,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.333333333333332)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.75)","(4.6, 5.5, 4.94)","(4.8, 99999, 99990)"
11-01-2023 19:11:03.702794,"(6.5, 9.4, 9.0)","(4.6, 8.8, 8.333333333333332)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.75)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:04.800431,"(6.5, 9.4, 9.0)","(4.6, 9.4, 9.32)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.75)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:05.948884,"(6.5, 9.4, 9.0)","(4.6, 9.4, 9.32)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 55.5)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:07.022325,"(6.5, 9.4, 9.0)","(4.6, 9.2, 9.105882352941176)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.935)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:08.085892,"(6.5, 9.4, 9.0)","(4.6, 9.2, 9.105882352941176)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.935)","(51.0, 65.0, 56.5)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:09.082365,"(6.5, 9.6, 9.466666666666667)","(4.6, 9.2, 9.105882352941176)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.935)","(51.0, 65.0, 56.5)","(4.6, 5.5, 4.955555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:11:10.123767,"(6.5, 9.6, 9.466666666666667)","(4.6, 9.2, 8.899999999999999)","(14.0, 99999, 99990)","(101.0, 400.0, 240.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.8)","(4.6, 5.5, 4.94)","(4.8, 99999, 99990)"
11-01-2023 19:11:11.199130,"(6.5, 9.8, 9.4)","(4.6, 9.4, 9.2)","(14.0, 99999, 99990)","(101.0, 400.0, 355.55555555555554)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.8)","(4.6, 5.5, 5.12)","(4.8, 99999, 99990)"
11-01-2023 19:11:12.368704,"(6.5, 9.8, 9.4)","(4.6, 9.4, 8.44)","(14.0, 99999, 99990)","(101.0, 400.0, 355.55555555555554)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.8)","(4.6, 5.4, 5.166666666666667)","(4.8, 99999, 99990)"
11-01-2023 19:11:13.407991,"(6.5, 9.8, 9.4)","(4.6, 9.0, 8.813333333333334)","(14.0, 99999, 99990)","(101.0, 400.0, 355.55555555555554)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 60.8)","(4.6, 5.4, 5.166666666666667)","(4.8, 99999, 99990)"
11-01-2023 19:11:14.536787,"(6.5, 9.8, 9.266666666666667)","(4.6, 8.4, 8.3)","(14.0, 99999, 99990)","(101.0, 400.0, 355.55555555555554)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 55.5)","(4.6, 5.4, 5.0)","(4.8, 99999, 99990)"
11-01-2023 19:11:15.715247,"(6.5, 9.8, 9.08)","(4.6, 9.4, 9.166666666666668)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 55.5)","(4.6, 5.4, 5.0)","(4.8, 99999, 99990)"
11-01-2023 19:11:16.753689,"(6.5, 9.8, 9.08)","(4.6, 9.4, 9.120000000000001)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.9175)","(51.0, 65.0, 55.5)","(4.6, 5.4, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:11:17.778692,"(6.5, 11.0, 10.0)","(4.6, 9.2, 8.959999999999999)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.8499999999999996)","(51.0, 65.0, 55.5)","(4.6, 5.4, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:11:18.836486,"(6.5, 11.0, 9.5)","(4.6, 9.2, 8.959999999999999)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.86)","(51.0, 65.0, 55.333333333333336)","(4.6, 5.4, 5.05)","(4.8, 99999, 99990)"
11-01-2023 19:11:19.927348,"(6.5, 11.0, 9.5)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.86)","(51.0, 60.0, 55.333333333333336)","(4.6, 5.3, 5.05)","(4.8, 99999, 99990)"
11-01-2023 19:11:20.954109,"(6.5, 11.0, 9.5)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 55.333333333333336)","(4.6, 5.3, 5.05)","(4.8, 99999, 99990)"
11-01-2023 19:11:21.979143,"(6.5, 11.0, 9.5)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 400.0, 360.0)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 57.66666666666667)","(4.6, 5.3, 5.05)","(4.8, 99999, 99990)"
11-01-2023 19:11:23.007551,"(6.5, 11.0, 9.5)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 400.0, 394.2857142857143)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 56.5)","(4.6, 5.3, 4.880645161290323)","(4.8, 99999, 99990)"
11-01-2023 19:11:24.111990,"(6.5, 11.0, 10.0)","(4.6, 8.8, 8.64)","(14.0, 99999, 99990)","(101.0, 540.0, 456.0)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 56.5)","(4.6, 5.4, 4.880645161290323)","(4.8, 99999, 99990)"
11-01-2023 19:11:25.220641,"(6.5, 11.0, 10.333333333333334)","(4.6, 8.8, 8.4)","(14.0, 99999, 99990)","(101.0, 520.0, 406.66666666666663)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 56.5)","(4.6, 5.4, 4.880645161290323)","(4.8, 99999, 99990)"
11-01-2023 19:11:26.367584,"(6.5, 11.0, 10.333333333333334)","(4.6, 8.8, 8.52)","(14.0, 99999, 99990)","(101.0, 510.0, 400.0)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 56.5)","(4.6, 5.4, 5.18)","(4.8, 99999, 99990)"
11-01-2023 19:11:27.506737,"(6.5, 11.0, 10.333333333333334)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 500.0, 386.66666666666663)","(2.7, 2.94, 2.9276923076923076)","(51.0, 60.0, 60.25)","(4.6, 5.3, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:28.640920,"(6.5, 11.0, 10.333333333333334)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 480.0, 416.0)","(2.7, 2.94, 2.8649999999999998)","(51.0, 65.0, 60.25)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:29.764598,"(6.5, 10.5, 9.75)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 470.0, 416.0)","(2.7, 2.88, 2.8649999999999998)","(51.0, 65.0, 60.25)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:30.873239,"(6.5, 9.8, 9.533333333333333)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 470.0, 389.0909090909091)","(2.7, 2.88, 2.8649999999999998)","(51.0, 65.0, 60.25)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:31.938009,"(6.5, 9.8, 9.533333333333333)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 460.0, 389.0909090909091)","(2.7, 2.88, 2.915)","(51.0, 65.0, 60.25)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:32.988882,"(6.5, 8.8, 7.852631578947368)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 460.0, 389.0909090909091)","(2.7, 2.94, 2.9299999999999997)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:34.014199,"(6.5, 8.8, 7.852631578947368)","(4.6, 9.0, 8.733333333333333)","(14.0, 99999, 99990)","(101.0, 460.0, 389.0909090909091)","(2.7, 2.94, 2.9299999999999997)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:35.046463,"(6.5, 8.8, 7.852631578947368)","(4.6, 9.0, 8.941176470588236)","(14.0, 99999, 99990)","(101.0, 460.0, 389.0909090909091)","(2.7, 2.94, 2.9299999999999997)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:36.097954,"(6.5, 8.8, 7.852631578947368)","(4.6, 9.0, 8.941176470588236)","(14.0, 99999, 99990)","(101.0, 460.0, 389.0909090909091)","(2.7, 2.94, 2.9266666666666667)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:37.124671,"(6.5, 8.6, 8.2)","(4.6, 8.8, 8.5)","(14.0, 99999, 99990)","(101.0, 450.0, 400.0)","(2.7, 2.94, 2.92)","(51.0, 65.0, 59.333333333333336)","(4.6, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:38.186414,"(6.5, 8.6, 8.2)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.84)","(41.0, 65.0, 59.333333333333336)","(4.4, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:39.302676,"(6.5, 8.6, 8.2)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.84)","(41.0, 65.0, 59.333333333333336)","(4.4, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:40.376956,"(6.5, 8.6, 8.2)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.901818181818182)","(41.0, 65.0, 61.5)","(4.4, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:41.455705,"(6.5, 8.6, 7.977777777777778)","(5.0, 9.2, 9.066666666666666)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.9010526315789473)","(41.0, 65.0, 61.83333333333333)","(4.4, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:42.530608,"(6.5, 8.6, 7.977777777777778)","(5.0, 9.2, 9.066666666666666)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.9010526315789473)","(41.0, 65.0, 61.83333333333333)","(4.4, 5.2, 5.1000000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:11:43.653346,"(6.5, 8.6, 7.977777777777778)","(5.0, 9.2, 8.5)","(13.0, 99999, 99990)","(101.0, 440.0, 392.0)","(2.6, 2.92, 2.9010526315789473)","(41.0, 65.0, 59.333333333333336)","(4.4, 5.2, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:11:44.751302,"(6.5, 8.6, 8.028571428571428)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 440.0, 384.0)","(2.6, 2.92, 2.88)","(41.0, 65.0, 59.333333333333336)","(4.4, 5.2, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:11:45.835306,"(6.5, 8.6, 7.945454545454545)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 430.0, 384.0)","(2.6, 2.92, 2.88)","(41.0, 65.0, 59.333333333333336)","(4.4, 5.2, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:11:46.964511,"(6.5, 8.6, 7.945454545454545)","(5.0, 8.8, 8.5)","(13.0, 99999, 99990)","(101.0, 430.0, 384.0)","(2.6, 2.92, 2.908148148148148)","(41.0, 65.0, 61.5)","(4.4, 5.2, 5.066666666666666)","(4.8, 99999, 99990)"
