,Pool Dancer,Mrs Fencer,Maggie Bow,Smoking Yogi,Your Law,Buckle Up Wilder,Van Brae,Juno Another Way
12-01-2023 18:38:58.027652,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:38:59.162637,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:00.237011,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:01.338994,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:02.404149,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:03.468846,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:04.491663,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 95.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:05.443546,"(1.55, 2.04, 2.0347368421052634)","(51.0, 160.0, 95.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:06.525619,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 95.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:07.625310,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:08.793026,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 71.78571428571429)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:09.924942,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 93.33333333333334)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:11.027826,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 93.33333333333334)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.0, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:12.166980,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 93.33333333333334)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:13.368978,"(1.55, 2.04, 2.0323076923076924)","(51.0, 160.0, 147.5)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:14.540551,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 130.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:15.789842,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 130.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:16.882666,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 130.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:18.010546,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.282608695652174)"
12-01-2023 18:39:19.165823,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.5, 11.863636363636363)"
12-01-2023 18:39:20.300182,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.5)"
12-01-2023 18:39:21.331029,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.5)"
12-01-2023 18:39:22.382052,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.5)"
12-01-2023 18:39:23.521057,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.5)"
12-01-2023 18:39:24.647335,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.5)"
12-01-2023 18:39:25.778531,"(1.55, 2.04, 2.0323076923076924)","(51.0, 140.0, 84.34782608695652)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 31.6)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.055555555555555)"
12-01-2023 18:39:26.882355,"(1.55, 2.04, 2.0323076923076924)","(51.0, 130.0, 83.33333333333334)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 37.333333333333336)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.055555555555555)"
12-01-2023 18:39:28.065744,"(1.55, 2.04, 2.0323076923076924)","(51.0, 120.0, 112.5)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 37.333333333333336)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 11.055555555555555)"
12-01-2023 18:39:29.271480,"(1.55, 2.04, 2.0323076923076924)","(51.0, 120.0, 98.18181818181819)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 37.333333333333336)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 13.0, 12.214285714285714)"
12-01-2023 18:39:30.491984,"(1.55, 2.04, 2.0323076923076924)","(51.0, 120.0, 95.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 37.333333333333336)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.92307692307692)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:31.707931,"(1.55, 2.04, 2.0323076923076924)","(51.0, 100.0, 95.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 54.285714285714285)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:32.872367,"(1.55, 2.04, 2.034375)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 75.0, 62.0)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:33.995225,"(1.55, 2.04, 2.031111111111111)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 62.0)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:35.151049,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 62.0)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:36.308846,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 58.0)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:37.453436,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:38.563978,"(1.55, 2.08, 2.0647058823529414)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:39.620925,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:40.688845,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:41.826278,"(1.55, 2.08, 2.056)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 12.833333333333334)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:42.951427,"(1.55, 2.06, 2.053125)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:44.057590,"(1.55, 2.06, 1.98)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:45.140222,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:46.274811,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:47.445857,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:48.569266,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:49.694904,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:50.834103,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:51.987643,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:53.129862,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:54.273806,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:55.395037,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:56.480239,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:57.555977,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:58.761259,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:39:59.901602,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:00.973840,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:02.111661,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 78.46153846153847)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:03.137059,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 81.81818181818181)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:04.198260,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 81.81818181818181)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:05.287217,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 81.81818181818181)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:06.461729,"(1.55, 2.06, 2.04875)","(51.0, 100.0, 94.28571428571428)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:07.514088,"(1.55, 2.06, 2.04875)","(51.0, 90.0, 85.71428571428572)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:08.534128,"(1.55, 2.06, 2.04875)","(51.0, 90.0, 85.71428571428572)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 34.57142857142857)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:09.627484,"(1.55, 2.06, 2.04875)","(51.0, 90.0, 85.71428571428572)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:10.802737,"(1.55, 2.06, 2.04875)","(51.0, 90.0, 78.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:12.041827,"(1.55, 2.06, 2.044)","(51.0, 90.0, 78.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.192307692307693)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:13.468235,"(1.55, 2.06, 2.051)","(51.0, 90.0, 78.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.264705882352942)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:14.755119,"(1.55, 2.06, 2.051)","(51.0, 90.0, 78.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:16.060659,"(1.55, 2.06, 2.042)","(51.0, 90.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:17.350250,"(1.55, 2.06, 2.042)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:18.551227,"(1.55, 2.06, 2.050588235294118)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:19.694773,"(1.55, 2.06, 2.044)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.177777777777778)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:20.921985,"(1.55, 2.06, 2.044)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:22.041306,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:23.097242,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:24.167293,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:25.245786,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.277777777777779)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:26.305818,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:27.363550,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:28.476654,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
12-01-2023 18:40:29.682880,"(1.55, 2.06, 2.0446153846153847)","(51.0, 85.0, 75.0)","(21.0, 38.0, 36.54545454545455)","(3.8, 4.4, 4.32)","(31.0, 42.0, 35.5)","(6.5, 13.5, 13.071428571428571)","(31.0, 70.0, 55.6)","(9.0, 12.5, 12.214285714285714)"
