,Ethical Dilemma,Our Little Ted,Rebel Factor,Coronation Keith,Jaja Chaboogie,Gee Gee Queen Bee,Majestic Diamond
07-12-2022 18:45:56.434130,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.770373831775701)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 38.0, 37.42857142857143)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:45:57.696165,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.770373831775701)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 38.0, 37.42857142857143)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:45:58.969549,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.770373831775701)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 38.0, 37.42857142857143)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:46:00.371979,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.307692307692307)","(18.0, 38.0, 35.81818181818182)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:46:01.830730,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 22.25)","(18.0, 38.0, 35.81818181818182)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:46:03.147388,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 22.25)","(18.0, 38.0, 36.8)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:46:04.446476,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 38.0, 35.6)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:46:05.782997,"(12.0, 29.0, 27.25)","(18.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 38.0, 34.4)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:07.086517,"(12.0, 29.0, 27.25)","(18.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 38.0, 30.666666666666668)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:08.370142,"(12.0, 29.0, 27.25)","(18.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 32.0, 28.5)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:09.699879,"(12.0, 29.0, 27.25)","(18.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7703883495145631)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 32.0, 28.76923076923077)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:11.070661,"(12.0, 29.0, 28.3)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7703883495145631)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 32.0, 32.875)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:12.435152,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 29.90909090909091)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:13.782661,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 31.0)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:15.151506,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 27.842105263157894)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:16.630099,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 30.727272727272727)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:17.919576,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 30.727272727272727)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:19.264847,"(12.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7704615384615385)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 31.2)","(4.4, 5.2, 5.088888888888889)"
07-12-2022 18:46:20.723173,"(13.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.8, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 34.0, 34.8)","(4.4, 5.2, 5.128571428571429)"
07-12-2022 18:46:22.251483,"(13.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(15.0, 25.0, 23.22222222222222)","(18.0, 36.0, 33.1578947368421)","(4.4, 5.2, 5.128571428571429)"
07-12-2022 18:46:23.626231,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 33.5)","(4.4, 5.2, 5.144444444444445)"
07-12-2022 18:46:25.291169,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.7, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 33.5)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:26.647474,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 30.285714285714285)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:27.992878,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 30.285714285714285)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:29.407642,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:30.874518,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:32.280196,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.188461538461539)"
07-12-2022 18:46:33.805505,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.151612903225806)"
07-12-2022 18:46:35.272824,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(14.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.151612903225806)"
07-12-2022 18:46:36.644647,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.151612903225806)"
07-12-2022 18:46:37.914052,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.1230769230769235)"
07-12-2022 18:46:39.283549,"(14.0, 29.0, 28.066666666666666)","(19.0, 34.0, 31.333333333333332)","(1.65, 1.79, 1.7805714285714287)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.116666666666667)"
07-12-2022 18:46:41.912548,"(14.0, 29.0, 28.066666666666666)","(19.0, 32.0, 31.6)","(1.65, 1.79, 1.779)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.116666666666667)"
07-12-2022 18:46:43.470010,"(14.0, 29.0, 28.066666666666666)","(19.0, 32.0, 31.8)","(1.65, 1.79, 1.7734959349593495)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.116666666666667)"
07-12-2022 18:46:44.967496,"(14.0, 29.0, 28.066666666666666)","(19.0, 32.0, 32.11764705882353)","(1.65, 1.78, 1.7734959349593495)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.2, 5.277777777777778)"
07-12-2022 18:46:47.322093,"(14.0, 29.0, 28.125)","(19.0, 34.0, 32.25)","(1.65, 1.78, 1.7666336633663366)","(6.5, 10.5, 9.887500000000001)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.3, 5.20625)"
07-12-2022 18:46:48.909306,"(14.0, 29.0, 28.125)","(19.0, 34.0, 32.25)","(1.65, 1.77, 1.7640350877192983)","(6.5, 10.5, 9.866666666666667)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 32.36363636363636)","(4.4, 5.3, 5.184615384615385)"
07-12-2022 18:46:50.358952,"(14.0, 29.0, 28.125)","(19.0, 34.0, 32.25)","(1.65, 1.77, 1.7673015873015874)","(6.5, 10.5, 9.866666666666667)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 31.555555555555557)","(4.4, 5.3, 5.1)"
07-12-2022 18:46:52.839420,"(14.0, 29.0, 28.125)","(19.0, 34.0, 32.25)","(1.65, 1.78, 1.7673015873015874)","(6.5, 10.5, 9.866666666666667)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 31.555555555555557)","(4.4, 5.3, 5.1)"
07-12-2022 18:46:54.577768,"(14.0, 29.0, 27.09090909090909)","(19.0, 34.0, 32.25)","(1.65, 1.78, 1.7550520833333334)","(6.5, 10.5, 9.84)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 34.4)","(4.4, 5.3, 5.109090909090909)"
07-12-2022 18:46:56.230482,"(14.0, 29.0, 27.09090909090909)","(19.0, 34.0, 32.25)","(1.65, 1.77, 1.7550520833333334)","(6.5, 10.0, 9.786206896551723)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 35.0)","(4.4, 5.3, 5.132)"
07-12-2022 18:46:58.255399,"(14.0, 29.0, 27.09090909090909)","(19.0, 34.0, 32.25)","(1.65, 1.77, 1.7550520833333334)","(6.5, 10.5, 9.786206896551723)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 35.0)","(4.4, 5.3, 5.1)"
07-12-2022 18:46:59.949326,"(14.0, 29.0, 27.09090909090909)","(19.0, 34.0, 32.25)","(1.65, 1.77, 1.7546190476190475)","(6.5, 10.5, 9.786206896551723)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 35.0)","(4.4, 5.2, 5.053333333333334)"
07-12-2022 18:47:01.725643,"(14.0, 29.0, 27.166666666666668)","(19.0, 34.0, 32.25)","(1.65, 1.76, 1.7520815450643776)","(6.5, 10.5, 9.786206896551723)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 35.3)","(4.4, 5.2, 5.053333333333334)"
07-12-2022 18:47:03.228853,"(14.0, 29.0, 26.3125)","(19.0, 34.0, 32.25)","(1.65, 1.76, 1.7519607843137255)","(6.5, 10.5, 9.786206896551723)","(13.0, 25.0, 23.22222222222222)","(18.0, 36.0, 36.36363636363637)","(4.4, 5.2, 5.036363636363636)"
07-12-2022 18:47:05.122178,"(14.0, 28.0, 27.0)","(19.0, 32.0, 31.8)","(1.65, 1.76, 1.7421428571428572)","(6.5, 10.5, 9.872727272727273)","(13.0, 25.0, 24.1)","(18.0, 38.0, 32.666666666666664)","(4.4, 5.1, 5.0125)"
07-12-2022 18:47:06.579018,"(14.0, 28.0, 27.0)","(19.0, 32.0, 33.111111111111114)","(1.65, 1.76, 1.7425192802056555)","(6.5, 10.5, 10.258620689655173)","(13.0, 25.0, 23.42105263157895)","(18.0, 38.0, 36.4)","(4.4, 5.1, 4.962352941176471)"
07-12-2022 18:47:08.470159,"(14.0, 28.0, 27.666666666666668)","(19.0, 34.0, 31.714285714285715)","(1.65, 1.75, 1.7421563342318058)","(6.5, 10.5, 10.291666666666666)","(13.0, 25.0, 23.75)","(18.0, 38.0, 36.0)","(4.4, 5.0, 4.957333333333334)"
07-12-2022 18:47:09.968400,"(14.0, 29.0, 28.307692307692307)","(19.0, 34.0, 31.714285714285715)","(1.65, 1.75, 1.743133903133903)","(6.5, 10.5, 10.236842105263158)","(13.0, 25.0, 23.75)","(18.0, 38.0, 35.333333333333336)","(4.4, 5.0, 4.93125)"
07-12-2022 18:47:11.366238,"(14.0, 29.0, 28.4)","(19.0, 34.0, 31.714285714285715)","(1.65, 1.75, 1.743133903133903)","(6.5, 10.5, 10.236842105263158)","(13.0, 25.0, 23.75)","(18.0, 38.0, 35.333333333333336)","(4.4, 5.0, 4.93125)"
07-12-2022 18:47:12.717141,"(14.0, 29.0, 31.625)","(19.0, 34.0, 31.903225806451612)","(1.65, 1.75, 1.7405612244897959)","(6.5, 10.5, 10.8)","(13.0, 25.0, 19.84375)","(18.0, 38.0, 37.0)","(4.4, 5.0, 4.9282051282051285)"
07-12-2022 18:47:14.282721,"(14.0, 32.0, 31.142857142857142)","(19.0, 38.0, 31.903225806451612)","(1.65, 1.75, 1.7417410714285715)","(6.5, 11.0, 11.075)","(13.0, 25.0, 20.53846153846154)","(18.0, 40.0, 37.0)","(4.4, 5.0, 4.883333333333333)"
07-12-2022 18:47:15.714986,"(14.0, 34.0, 31.307692307692307)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7417410714285715)","(6.5, 11.5, 10.828947368421053)","(13.0, 21.0, 20.5)","(18.0, 40.0, 37.0)","(4.4, 5.0, 4.883333333333333)"
07-12-2022 18:47:17.262813,"(14.0, 34.0, 32.6)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7420418848167538)","(6.5, 11.5, 10.75)","(13.0, 21.0, 20.5)","(18.0, 40.0, 40.15384615384615)","(4.4, 5.0, 4.883333333333333)"
07-12-2022 18:47:18.740372,"(14.0, 34.0, 32.0)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7420418848167538)","(6.5, 11.5, 10.75)","(13.0, 21.0, 20.5)","(18.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.844444444444444)"
07-12-2022 18:47:20.153220,"(14.0, 34.0, 32.0)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7420418848167538)","(6.5, 11.5, 10.714285714285714)","(13.0, 21.0, 20.5)","(18.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.834482758620689)"
07-12-2022 18:47:21.568517,"(14.0, 34.0, 32.0)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7420418848167538)","(6.5, 11.5, 10.714285714285714)","(13.0, 21.0, 20.5)","(18.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.834482758620689)"
07-12-2022 18:47:22.899047,"(14.0, 34.0, 32.0)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.7420418848167538)","(6.5, 11.5, 10.714285714285714)","(13.0, 21.0, 20.5)","(19.0, 42.0, 40.5)","(4.4, 5.0, 4.824390243902439)"
07-12-2022 18:47:24.241626,"(14.0, 34.0, 32.0)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.745820895522388)","(6.5, 11.5, 10.714285714285714)","(13.0, 21.0, 21.76923076923077)","(19.0, 42.0, 40.5)","(4.4, 5.0, 4.846808510638298)"
07-12-2022 18:47:25.587337,"(14.0, 34.0, 31.428571428571427)","(19.0, 38.0, 31.8125)","(1.65, 1.75, 1.745820895522388)","(6.5, 11.5, 10.8)","(13.0, 23.0, 21.76923076923077)","(19.0, 42.0, 40.5)","(4.4, 5.0, 4.846808510638298)"
07-12-2022 18:47:26.935940,"(14.0, 34.0, 32.285714285714285)","(19.0, 38.0, 31.523809523809526)","(1.65, 1.75, 1.746056338028169)","(6.5, 11.0, 10.705882352941176)","(13.0, 23.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 5.0, 4.824390243902439)"
07-12-2022 18:47:28.240797,"(14.0, 34.0, 32.0)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.746056338028169)","(6.5, 11.0, 10.772727272727273)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 5.0, 4.831818181818182)"
07-12-2022 18:47:29.532988,"(14.0, 34.0, 30.5)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.746056338028169)","(6.5, 11.0, 10.772727272727273)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.831818181818182)"
07-12-2022 18:47:30.753137,"(14.0, 34.0, 32.25)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.746056338028169)","(6.5, 11.0, 10.772727272727273)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.831818181818182)"
07-12-2022 18:47:31.890903,"(14.0, 34.0, 32.25)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.7429999999999999)","(6.5, 11.0, 10.772727272727273)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.831818181818182)"
07-12-2022 18:47:33.004557,"(14.0, 34.0, 32.25)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.7429999999999999)","(6.5, 11.0, 10.772727272727273)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.831818181818182)"
07-12-2022 18:47:34.375221,"(14.0, 34.0, 32.25)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.75, 1.742962962962963)","(6.5, 11.0, 10.705882352941176)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.831818181818182)"
07-12-2022 18:47:35.769685,"(14.0, 34.0, 32.0)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.76, 1.7437647058823529)","(6.5, 11.0, 10.761904761904763)","(13.0, 21.0, 20.285714285714285)","(19.0, 42.0, 40.5)","(4.4, 4.9, 4.878378378378379)"
07-12-2022 18:47:37.170058,"(14.0, 32.0, 30.125)","(19.0, 38.0, 33.02439024390244)","(1.65, 1.76, 1.742962962962963)","(6.5, 11.0, 10.705882352941176)","(13.0, 21.0, 21.333333333333332)","(19.0, 42.0, 41.0)","(4.4, 4.9, 4.878378378378379)"
07-12-2022 18:47:38.557248,"(14.0, 32.0, 30.125)","(19.0, 38.0, 32.63157894736842)","(1.65, 1.76, 1.7548387096774194)","(6.5, 11.0, 10.705882352941176)","(14.0, 22.0, 21.470588235294116)","(18.0, 42.0, 41.0)","(4.4, 4.9, 4.840740740740741)"
07-12-2022 18:47:39.819098,"(14.0, 32.0, 28.25)","(19.0, 38.0, 33.565217391304344)","(1.65, 1.76, 1.7557692307692307)","(6.5, 11.0, 10.73913043478261)","(14.0, 22.0, 20.642857142857142)","(18.0, 42.0, 40.0)","(4.4, 4.9, 4.854285714285714)"
07-12-2022 18:47:41.108534,"(14.0, 32.0, 27.555555555555557)","(19.0, 38.0, 33.565217391304344)","(1.65, 1.76, 1.7557692307692307)","(6.5, 11.0, 10.73913043478261)","(14.0, 21.0, 20.642857142857142)","(18.0, 42.0, 40.0)","(4.4, 4.9, 4.854285714285714)"
07-12-2022 18:47:42.468912,"(14.0, 32.0, 27.555555555555557)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.76, 1.7557692307692307)","(6.5, 11.0, 10.73913043478261)","(14.0, 21.0, 20.642857142857142)","(18.0, 42.0, 40.0)","(4.4, 4.9, 4.854285714285714)"
07-12-2022 18:47:43.737285,"(14.0, 32.0, 27.555555555555557)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.76, 1.7556923076923077)","(6.5, 11.0, 10.714285714285714)","(14.0, 21.0, 21.571428571428573)","(18.0, 42.0, 40.0)","(4.4, 4.9, 4.860493827160494)"
07-12-2022 18:47:45.024148,"(14.0, 32.0, 27.555555555555557)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7556923076923077)","(6.5, 11.0, 10.666666666666666)","(14.0, 23.0, 21.444444444444443)","(18.0, 42.0, 39.6)","(4.4, 4.9, 4.861538461538461)"
07-12-2022 18:47:46.402557,"(14.0, 32.0, 27.555555555555557)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7556923076923077)","(6.5, 11.0, 10.666666666666666)","(14.0, 25.0, 21.444444444444443)","(18.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.855813953488372)"
07-12-2022 18:47:47.750581,"(14.0, 32.0, 29.473684210526315)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7556923076923077)","(6.5, 11.0, 10.666666666666666)","(14.0, 25.0, 21.444444444444443)","(19.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.855813953488372)"
07-12-2022 18:47:49.164181,"(14.0, 32.0, 29.473684210526315)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7556923076923077)","(6.5, 11.0, 10.666666666666666)","(14.0, 25.0, 21.444444444444443)","(19.0, 42.0, 40.15384615384615)","(4.4, 5.0, 4.845454545454546)"
07-12-2022 18:47:50.502138,"(14.0, 32.0, 29.473684210526315)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7556923076923077)","(6.5, 11.0, 10.714285714285714)","(14.0, 25.0, 21.470588235294116)","(18.0, 42.0, 40.15384615384615)","(4.4, 4.9, 4.845454545454546)"
07-12-2022 18:47:51.707404,"(14.0, 32.0, 29.473684210526315)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.77, 1.7631818181818182)","(6.5, 11.0, 10.714285714285714)","(14.0, 25.0, 21.5)","(18.0, 42.0, 40.588235294117645)","(4.4, 4.9, 4.822727272727272)"
07-12-2022 18:47:53.052044,"(14.0, 32.0, 28.363636363636363)","(19.0, 38.0, 33.25581395348837)","(1.65, 1.75, 1.7458333333333333)","(6.5, 11.0, 11.0)","(14.0, 24.0, 20.625)","(18.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.822727272727272)"
07-12-2022 18:47:54.707343,"(14.0, 32.0, 28.363636363636363)","(19.0, 38.0, 33.565217391304344)","(1.65, 1.75, 1.7483333333333333)","(6.5, 11.5, 11.0)","(14.0, 24.0, 20.884615384615383)","(18.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.822727272727272)"
07-12-2022 18:47:56.145582,"(14.0, 32.0, 28.363636363636363)","(19.0, 38.0, 35.2)","(1.65, 1.75, 1.7313888888888889)","(6.5, 11.5, 10.954545454545455)","(14.0, 24.0, 20.884615384615383)","(18.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.822727272727272)"
07-12-2022 18:47:57.493719,"(14.0, 32.0, 28.363636363636363)","(19.0, 36.0, 35.2)","(1.65, 1.74, 1.7313888888888889)","(6.5, 11.5, 11.1)","(14.0, 24.0, 20.884615384615383)","(19.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.822727272727272)"
07-12-2022 18:47:58.975519,"(14.0, 32.0, 28.363636363636363)","(19.0, 36.0, 35.0)","(1.65, 1.74, 1.7319607843137255)","(6.5, 11.5, 11.1)","(14.0, 24.0, 20.884615384615383)","(19.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.822727272727272)"
07-12-2022 18:48:00.319983,"(14.0, 32.0, 28.363636363636363)","(19.0, 36.0, 35.0)","(1.65, 1.74, 1.7313215859030837)","(6.5, 11.5, 11.1)","(14.0, 24.0, 20.884615384615383)","(19.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.914285714285715)"
07-12-2022 18:48:01.681782,"(14.0, 32.0, 28.666666666666668)","(19.0, 36.0, 35.0)","(1.65, 1.74, 1.7311320754716981)","(6.5, 11.5, 11.166666666666666)","(14.0, 24.0, 20.772727272727273)","(19.0, 42.0, 40.588235294117645)","(4.4, 5.0, 4.8125)"
07-12-2022 18:48:03.120942,"(14.0, 32.0, 28.25)","(19.0, 36.0, 35.0)","(1.65, 1.74, 1.7311320754716981)","(6.5, 11.5, 11.214285714285714)","(14.0, 23.0, 20.772727272727273)","(19.0, 42.0, 37.84615384615385)","(4.4, 5.0, 4.8125)"
07-12-2022 18:48:04.987086,"(14.0, 32.0, 30.8)","(19.0, 36.0, 32.54545454545455)","(1.65, 1.74, 1.7330204081632652)","(6.5, 11.5, 11.411764705882353)","(14.0, 23.0, 21.25)","(19.0, 42.0, 41.44827586206897)","(4.4, 5.0, 4.733333333333333)"
07-12-2022 18:48:06.700359,"(14.0, 32.0, 31.333333333333332)","(19.0, 34.0, 32.54545454545455)","(1.65, 1.74, 1.7328136882129277)","(6.5, 11.5, 11.375)","(14.0, 23.0, 21.25)","(19.0, 42.0, 41.36)","(4.4, 4.8, 4.779787234042553)"
07-12-2022 18:48:08.131772,"(14.0, 32.0, 31.333333333333332)","(19.0, 34.0, 32.11764705882353)","(1.65, 1.74, 1.7335576923076923)","(6.5, 11.5, 11.363636363636363)","(14.0, 23.0, 21.25)","(19.0, 42.0, 42.18181818181818)","(4.4, 4.8, 4.779787234042553)"
