,My Defence,Bidgee Babe,Rickingrace,Infinite Hope,Shirley Hall,Shez A Warrior,Movintohellandback,Aliski
09-01-2023 12:17:59.233635,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:00.341550,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:01.450976,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:02.789569,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:04.098151,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:05.343023,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:06.620806,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:07.845821,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:09.000197,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:10.164496,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:11.309321,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:12.432002,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:13.621318,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:14.779756,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:15.985733,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:17.130405,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:18.303662,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:19.492982,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:20.702489,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:21.854029,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:22.996255,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:24.208496,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:25.393506,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:26.580371,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:27.691432,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:28.796207,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:29.852932,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:30.941463,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:32.020429,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:33.097814,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:34.290997,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:35.411338,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:36.567845,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:37.712638,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:38.856817,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:39.992610,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:41.124908,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:42.271634,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:43.398731,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:44.520365,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:45.611053,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:46.679796,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:47.719489,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:48.786503,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:49.859862,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:50.961785,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:52.095969,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:53.411375,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:54.696253,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:55.927205,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:57.390273,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:58.782637,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:18:59.974721,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:01.123659,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:02.242253,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:03.350626,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:04.474003,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:05.557413,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:06.682133,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:07.852581,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:08.962837,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:10.110659,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:11.280850,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:12.381561,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:13.468117,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:14.516854,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:15.565413,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:16.616377,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:17.693005,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:18.764058,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:19.875064,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:20.971299,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:22.099060,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:23.202929,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:24.220255,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:25.287787,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:26.307623,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:27.416708,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:28.494352,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:29.570137,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:30.605820,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:31.655593,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:32.701968,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:33.696212,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
09-01-2023 12:19:34.730587,"(2.9, 3.75, 3.1966666666666668)","(5.5, 8.2, 7.877777777777777)","(61.0, 220.0, 111.25)","(3.5, 6.6, 5.8625)","(12.0, 23.0, 11.646153846153846)","(26.0, 220.0, 96.25)","(3.0, 5.0, 4.066666666666666)","(61.0, 220.0, 111.25)"
