,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:38:23.018828,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.090277777777779)","(21.0, 27.0, 25.914285714285715)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(21.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:24.954868,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.090277777777779)","(21.0, 27.0, 25.88888888888889)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(21.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:26.755858,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 25.864864864864863)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(21.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:28.549797,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.5)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(21.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:30.255921,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.5)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:31.821957,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.687005649717514)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:33.609895,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:35.198477,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:36.737103,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:38.646465,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.362745098039216)"
08-12-2022 15:38:40.172592,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.360696517412935)"
08-12-2022 15:38:41.887414,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.360696517412935)"
08-12-2022 15:38:43.509032,"(5.5, 6.4, 6.2615384615384615)","(12.0, 14.5, 14.0390625)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.351851851851851)"
08-12-2022 15:38:45.269100,"(5.5, 6.4, 6.527272727272727)","(12.0, 14.5, 14.072463768115941)","(21.0, 27.0, 26.58823529411765)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.237362637362637)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.351851851851851)"
08-12-2022 15:38:46.859004,"(5.5, 6.6, 6.5236363636363635)","(12.0, 14.5, 14.031746031746032)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.2289017341040465)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:48.464572,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.031746031746032)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:50.377989,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.031746031746032)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:52.258717,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.029411764705882)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.708333333333336)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 34.25)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:54.037905,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.029411764705882)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 33.333333333333336)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:55.880094,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.029411764705882)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.452963671128107)","(21.0, 36.0, 33.333333333333336)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:57.560274,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.029411764705882)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.446288209606987)","(21.0, 36.0, 33.333333333333336)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:38:59.438591,"(5.5, 6.6, 6.525663716814159)","(12.0, 14.5, 14.029411764705882)","(21.0, 27.0, 26.76923076923077)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.446288209606987)","(21.0, 36.0, 33.333333333333336)","(5.5, 6.4, 6.2292397660818715)","(11.0, 13.0, 12.173076923076923)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.678504672897196)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.361386138613861)"
08-12-2022 15:39:01.066968,"(5.5, 6.6, 6.180952380952381)","(12.0, 14.5, 14.031746031746032)","(21.0, 27.0, 26.40506329113924)","(51.0, 60.0, 57.785714285714285)","(4.6, 5.5, 5.3185714285714285)","(21.0, 36.0, 32.49315068493151)","(5.5, 6.4, 6.153907815631262)","(11.0, 13.0, 12.310344827586206)","(71.0, 220.0, 212.0)","(6.5, 7.8, 7.520833333333333)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.220588235294118)"
08-12-2022 15:39:02.920105,"(5.5, 6.4, 6.249180327868853)","(12.0, 14.5, 14.03448275862069)","(21.0, 28.0, 26.3855421686747)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.5, 5.3185714285714285)","(21.0, 34.0, 32.433734939759034)","(5.5, 6.4, 6.1633911368015415)","(11.0, 13.0, 12.310344827586206)","(71.0, 220.0, 212.0)","(6.5, 7.6, 7.533913043478261)","(20.0, 25.0, 24.510416666666668)","(11.0, 13.5, 13.258620689655173)"
08-12-2022 15:39:04.738517,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.114285714285714)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.3704081632653065)","(21.0, 34.0, 31.953125)","(5.5, 6.4, 6.175091575091575)","(11.0, 13.0, 12.741935483870968)","(71.0, 220.0, 212.5)","(6.5, 7.6, 7.495652173913044)","(20.0, 25.0, 24.54368932038835)","(11.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:06.529349,"(5.5, 6.4, 6.244897959183674)","(12.0, 14.5, 14.114285714285714)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.351461988304093)","(21.0, 32.0, 31.95)","(5.5, 6.4, 6.175091575091575)","(11.0, 13.0, 13.274647887323944)","(71.0, 220.0, 212.5)","(6.5, 7.6, 7.4523809523809526)","(20.0, 25.0, 24.54368932038835)","(11.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:08.297444,"(5.5, 6.4, 6.244897959183674)","(12.0, 14.5, 14.046875)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.351461988304093)","(21.0, 32.0, 31.953125)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.4523809523809526)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:09.831084,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.05)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.348837209302326)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:11.538632,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.4, 7.348837209302326)","(20.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:13.233239,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.4, 7.466666666666667)","(20.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:14.935781,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455670103092784)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:16.709626,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.444444444444445)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:18.417457,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.36043956043956)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.444444444444445)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:20.147703,"(5.5, 6.4, 6.247826086956522)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.444444444444445)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:21.912874,"(5.5, 6.4, 6.252307692307692)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.444444444444445)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.333333333333334)"
08-12-2022 15:39:23.703434,"(5.5, 6.4, 6.309433962264151)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.444444444444445)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:25.421666,"(5.5, 6.4, 6.309433962264151)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.0)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455813953488372)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:27.132633,"(5.5, 6.4, 6.309433962264151)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.5)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455813953488372)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:28.841138,"(5.5, 6.4, 6.309433962264151)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.5)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.438961038961039)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:30.426859,"(5.5, 6.4, 6.309433962264151)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.5)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.42716049382716)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:32.114460,"(5.5, 6.4, 6.258823529411765)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.5)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.445333333333333)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:33.784954,"(5.5, 6.4, 6.211764705882353)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.367901234567901)","(21.0, 32.0, 31.5)","(5.5, 6.4, 6.166539923954373)","(11.0, 13.5, 13.274647887323944)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.459154929577465)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.3)"
08-12-2022 15:39:35.386843,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.3968750000000005)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.166223908918406)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.54368932038835)","(12.0, 13.5, 13.15)"
08-12-2022 15:39:36.994012,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.4, 5.3968750000000005)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.166223908918406)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.15)"
08-12-2022 15:39:38.601784,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.4, 5.3968750000000005)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.166223908918406)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.15)"
08-12-2022 15:39:40.142928,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.166223908918406)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:41.780221,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.28205128205128)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:43.695186,"(5.5, 6.4, 6.251612903225807)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.28205128205128)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:45.469466,"(5.5, 6.4, 6.251612903225807)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.28205128205128)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:47.465289,"(5.5, 6.4, 6.283636363636364)","(12.0, 14.5, 14.06)","(21.0, 28.0, 26.28205128205128)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:49.428087,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.242647058823529)","(21.0, 28.0, 26.28205128205128)","(51.0, 60.0, 57.377049180327866)","(4.6, 5.4, 5.395833333333334)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:51.257813,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.242647058823529)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.4, 5.336220472440945)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:53.080705,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.242647058823529)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.336220472440945)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:54.769413,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.242647058823529)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.332857142857143)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
08-12-2022 15:39:56.465942,"(5.5, 6.4, 6.236363636363636)","(12.0, 14.5, 14.242647058823529)","(21.0, 28.0, 26.49438202247191)","(51.0, 60.0, 57.83783783783784)","(4.6, 5.5, 5.332857142857143)","(21.0, 32.0, 31.6)","(5.5, 6.4, 6.172693726937269)","(11.0, 13.5, 13.305970149253731)","(71.0, 220.0, 210.76923076923077)","(6.5, 7.6, 7.455555555555556)","(21.0, 25.0, 24.397435897435898)","(12.0, 13.5, 13.125)"
