,Arnhem Axel,Bonnet Surfer,Coco Evie,Sunshine Fire,Velocity Tori,Villainess,Hurricane Villa
07-12-2022 19:58:24.534220,"(10.0, 16.0, 15.352941176470589)","(21.0, 42.0, 41.90625)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.1500000000000004)","(6.5, 9.8, 9.294736842105264)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.6, 6.625)"
07-12-2022 19:58:25.697336,"(10.0, 16.0, 14.73076923076923)","(21.0, 42.0, 41.90625)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.157692307692308)","(6.5, 9.8, 9.294736842105264)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.6, 6.589473684210526)"
07-12-2022 19:58:26.901584,"(10.0, 16.0, 14.9)","(21.0, 42.0, 41.90625)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.13125)","(6.5, 9.8, 9.294736842105264)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.6, 6.589473684210526)"
07-12-2022 19:58:27.982631,"(10.0, 16.0, 14.9)","(21.0, 42.0, 41.90625)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.13125)","(6.5, 9.8, 9.373333333333333)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.6, 6.9)"
07-12-2022 19:58:29.047804,"(10.0, 16.0, 15.214285714285714)","(21.0, 42.0, 41.5)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.08)","(6.5, 9.8, 9.373333333333333)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:30.230000,"(10.0, 16.0, 15.152173913043478)","(21.0, 42.0, 41.857142857142854)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.085714285714286)","(6.5, 9.8, 9.4)","(5.5, 8.8, 8.165079365079364)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:31.497365,"(10.0, 16.0, 15.214285714285714)","(21.0, 42.0, 41.916666666666664)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.127586206896552)","(6.5, 9.8, 9.51764705882353)","(5.5, 8.8, 8.072727272727272)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:32.685170,"(10.0, 16.0, 15.131578947368421)","(21.0, 42.0, 41.916666666666664)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.8, 8.015686274509804)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:33.865409,"(10.0, 16.0, 15.131578947368421)","(21.0, 42.0, 41.925925925925924)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.457142857142857)","(5.5, 8.8, 8.015686274509804)","(4.8, 7.4, 6.733333333333333)"
07-12-2022 19:58:35.006198,"(10.0, 16.0, 15.131578947368421)","(21.0, 42.0, 41.9375)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.457142857142857)","(5.5, 8.8, 8.1)","(4.8, 7.4, 6.630769230769231)"
07-12-2022 19:58:36.168856,"(10.0, 16.0, 15.131578947368421)","(21.0, 42.0, 41.9375)","(11.0, 14.0, 13.711538461538462)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.6, 8.02)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:37.345998,"(10.0, 16.0, 15.131578947368421)","(21.0, 42.0, 43.815384615384616)","(11.0, 14.0, 13.210526315789474)","(2.0, 2.2, 2.1333333333333333)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.6, 8.023076923076923)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:38.572832,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 14.0, 13.53125)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.6, 8.023076923076923)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:39.739595,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 14.0, 14.88)","(2.0, 2.2, 2.142608695652174)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.6, 8.019354838709678)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:40.874399,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.620689655172413)","(2.0, 2.2, 2.1633333333333336)","(7.0, 9.8, 9.533333333333333)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:42.076841,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.797101449275363)","(2.0, 2.2, 2.1633333333333336)","(7.0, 9.8, 8.818181818181818)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:43.189862,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.797101449275363)","(2.0, 2.2, 2.1633333333333336)","(7.0, 9.8, 9.48)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:44.363694,"(10.0, 16.0, 15.131578947368421)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.797101449275363)","(2.0, 2.2, 2.0716666666666668)","(7.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:45.501724,"(10.0, 16.0, 14.96875)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.797101449275363)","(2.0, 2.2, 2.1234782608695655)","(7.0, 9.6, 8.68)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:46.726685,"(10.0, 16.0, 14.96875)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 13.6875)","(2.0, 2.2, 2.1486666666666667)","(7.0, 9.4, 8.914285714285713)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:47.895077,"(10.0, 16.0, 14.96875)","(21.0, 44.0, 43.815384615384616)","(11.0, 15.0, 14.25)","(2.0, 2.2, 2.1340000000000003)","(7.0, 9.2, 8.844444444444445)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:49.082564,"(10.0, 16.0, 14.96875)","(21.0, 44.0, 44.631578947368425)","(11.0, 15.0, 14.25)","(2.0, 2.2, 2.1472)","(7.0, 9.2, 9.022222222222222)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:50.360286,"(10.0, 16.0, 14.96875)","(21.0, 48.0, 44.631578947368425)","(11.0, 15.0, 14.25)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.2, 9.022222222222222)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:51.599845,"(10.0, 16.0, 14.96875)","(21.0, 48.0, 45.89473684210526)","(11.0, 15.0, 14.5625)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.2, 9.060869565217391)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:52.895328,"(10.0, 16.0, 14.96875)","(21.0, 48.0, 46.97435897435898)","(11.0, 15.0, 14.5625)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.2, 9.436363636363636)","(5.5, 8.6, 8.014634146341463)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:54.331469,"(10.0, 16.0, 14.96875)","(21.0, 48.0, 62.53521126760563)","(11.0, 15.0, 14.691176470588236)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.6, 9.191666666666666)","(5.5, 8.6, 8.17142857142857)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:55.597536,"(10.0, 16.0, 14.96875)","(21.0, 65.0, 58.36363636363636)","(11.0, 15.0, 14.691176470588236)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.4, 9.055172413793104)","(5.5, 8.4, 8.17142857142857)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:56.951917,"(10.0, 16.0, 14.96875)","(21.0, 60.0, 56.92307692307692)","(11.0, 15.0, 14.333333333333334)","(2.0, 2.2, 2.1611764705882353)","(7.0, 9.4, 9.191666666666666)","(5.5, 8.4, 8.2)","(4.8, 7.4, 6.9)"
07-12-2022 19:58:58.277445,"(10.0, 16.0, 14.96875)","(21.0, 60.0, 57.395348837209305)","(11.0, 15.0, 14.357142857142858)","(1.95, 2.2, 2.1611764705882353)","(7.0, 9.4, 8.85)","(5.5, 8.4, 8.2)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:58:59.553295,"(10.0, 16.0, 14.96875)","(21.0, 60.0, 57.395348837209305)","(11.0, 15.0, 14.625)","(1.95, 2.2, 2.1611764705882353)","(7.0, 9.6, 8.906666666666668)","(5.5, 8.4, 8.2)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:59:00.609189,"(10.0, 16.0, 15.290322580645162)","(21.0, 60.0, 57.88679245283019)","(11.0, 15.0, 14.625)","(1.95, 2.2, 2.1611764705882353)","(7.0, 9.6, 8.92)","(5.5, 8.4, 8.2)","(4.8, 7.4, 6.9)"
07-12-2022 19:59:01.691488,"(10.0, 16.0, 15.290322580645162)","(21.0, 60.0, 57.88679245283019)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.1611764705882353)","(7.0, 9.4, 8.76470588235294)","(5.5, 8.4, 8.208)","(4.8, 7.4, 6.9)"
07-12-2022 19:59:02.838340,"(10.0, 16.0, 15.290322580645162)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.1611764705882353)","(7.0, 9.4, 9.128571428571428)","(5.5, 8.4, 8.16)","(4.8, 7.4, 6.672727272727273)"
07-12-2022 19:59:04.028958,"(10.0, 16.0, 15.290322580645162)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.08)","(7.0, 9.2, 9.154545454545454)","(5.5, 8.4, 7.885714285714285)","(4.8, 7.4, 6.875)"
07-12-2022 19:59:05.160390,"(10.0, 16.0, 15.176470588235293)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.08, 2.1482758620689655)","(7.0, 9.2, 9.1375)","(5.5, 8.4, 7.875)","(4.8, 7.4, 6.9)"
07-12-2022 19:59:06.596016,"(10.0, 16.0, 15.176470588235293)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.1904761904761907)","(7.0, 9.2, 9.141176470588235)","(5.5, 8.4, 8.076923076923077)","(4.8, 7.4, 6.44)"
07-12-2022 19:59:07.764056,"(10.0, 16.0, 15.176470588235293)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.1904761904761907)","(7.0, 9.2, 8.623076923076923)","(5.5, 8.4, 8.1)","(4.8, 7.4, 6.866666666666667)"
07-12-2022 19:59:09.009469,"(10.0, 16.0, 15.176470588235293)","(21.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.95, 2.2, 2.1904761904761907)","(7.0, 9.2, 8.546153846153846)","(5.5, 8.4, 7.933333333333334)","(4.8, 7.2, 6.866666666666667)"
07-12-2022 19:59:10.292831,"(10.0, 16.0, 15.176470588235293)","(26.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.5)","(1.85, 2.2, 2.1580000000000004)","(7.0, 9.2, 8.628571428571428)","(5.5, 8.4, 7.933333333333334)","(5.0, 7.2, 6.866666666666667)"
07-12-2022 19:59:11.457059,"(10.0, 16.0, 15.176470588235293)","(26.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.307692307692308)","(1.85, 2.2, 2.1885714285714286)","(7.0, 9.2, 8.628571428571428)","(5.5, 8.4, 8.1)","(5.0, 7.2, 6.866666666666667)"
07-12-2022 19:59:12.743114,"(10.0, 16.0, 15.176470588235293)","(26.0, 60.0, 58.465753424657535)","(11.0, 15.0, 14.307692307692308)","(1.85, 2.2, 2.190769230769231)","(7.0, 9.2, 7.907692307692307)","(6.0, 8.4, 7.933333333333334)","(5.0, 7.2, 6.866666666666667)"
07-12-2022 19:59:14.204482,"(11.0, 16.0, 15.290322580645162)","(26.0, 60.0, 54.94736842105263)","(11.0, 15.0, 14.271428571428572)","(1.9, 2.2, 2.192258064516129)","(7.0, 9.2, 8.777777777777779)","(6.0, 8.4, 8.178947368421053)","(5.0, 7.2, 6.533333333333333)"
07-12-2022 19:59:15.392220,"(11.0, 16.0, 15.290322580645162)","(26.0, 60.0, 54.94736842105263)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.2, 2.1858823529411766)","(7.0, 9.0, 8.666666666666666)","(6.0, 8.4, 8.2)","(5.0, 7.2, 6.866666666666667)"
07-12-2022 19:59:16.749709,"(11.0, 16.0, 15.176470588235293)","(26.0, 60.0, 57.25714285714286)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.2, 2.165714285714286)","(7.0, 9.0, 8.676470588235293)","(6.0, 8.4, 8.2)","(5.0, 7.2, 7.0)"
07-12-2022 19:59:17.863273,"(11.0, 16.0, 15.176470588235293)","(26.0, 60.0, 57.25714285714286)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.2, 2.1858823529411766)","(7.0, 9.0, 8.7)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.333333333333334)"
07-12-2022 19:59:18.873086,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.25454545454545)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.2, 2.1254545454545455)","(7.0, 9.0, 8.723076923076922)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.333333333333334)"
07-12-2022 19:59:19.947963,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.25454545454545)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.18, 2.1254545454545455)","(7.0, 9.0, 8.847619047619048)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.44)"
07-12-2022 19:59:21.086597,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.1371428571428575)","(7.0, 9.0, 8.847619047619048)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.392)"
07-12-2022 19:59:22.239117,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.1371428571428575)","(7.0, 9.0, 8.847619047619048)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.392)"
07-12-2022 19:59:23.412719,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.1371428571428575)","(7.0, 9.0, 8.854545454545454)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.392)"
07-12-2022 19:59:24.443868,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.1371428571428575)","(7.0, 9.0, 8.866666666666667)","(6.0, 8.4, 8.2)","(5.0, 7.4, 6.485714285714286)"
07-12-2022 19:59:25.517406,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.0676923076923077)","(7.0, 9.0, 8.866666666666667)","(6.0, 8.4, 8.22857142857143)","(5.0, 7.4, 6.565217391304348)"
07-12-2022 19:59:26.892179,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.16, 2.114666666666667)","(7.0, 9.0, 8.866666666666667)","(6.0, 8.4, 8.327272727272728)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:28.090542,"(11.0, 16.0, 14.9)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.727272727272727)","(1.9, 2.12, 2.0946341463414635)","(7.0, 9.0, 8.52)","(6.0, 8.4, 8.327272727272728)","(5.0, 7.4, 6.622222222222223)"
07-12-2022 19:59:29.265644,"(11.0, 16.0, 14.9)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.727272727272727)","(1.9, 2.12, 2.08)","(7.0, 9.0, 8.933333333333334)","(6.0, 8.4, 8.183050847457627)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:30.629516,"(11.0, 16.0, 14.9)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.538461538461538)","(1.9, 2.12, 2.08)","(7.0, 9.2, 8.98181818181818)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:31.795911,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.727272727272727)","(1.9, 2.12, 2.08)","(7.0, 9.2, 8.975)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:33.015411,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.72)","(11.0, 15.0, 14.333333333333334)","(1.9, 2.12, 2.0733333333333333)","(7.0, 9.2, 8.844444444444445)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:34.150162,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 55.55555555555556)","(11.0, 15.0, 14.75)","(1.9, 2.12, 2.0747826086956525)","(7.0, 9.2, 9.085714285714285)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.636363636363637)"
07-12-2022 19:59:35.358801,"(11.0, 16.0, 14.833333333333334)","(26.0, 60.0, 58.333333333333336)","(11.0, 15.0, 14.23076923076923)","(1.9, 2.12, 2.0725000000000002)","(7.0, 9.6, 9.085714285714285)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.466666666666667)"
07-12-2022 19:59:36.486312,"(11.0, 16.0, 14.894736842105264)","(26.0, 60.0, 59.09090909090909)","(11.0, 15.0, 14.4)","(1.9, 2.08, 2.073684210526316)","(7.0, 9.6, 9.054545454545455)","(6.0, 8.6, 8.183050847457627)","(5.0, 7.4, 6.7)"
07-12-2022 19:59:37.530589,"(11.0, 16.0, 14.894736842105264)","(26.0, 60.0, 59.32203389830509)","(11.0, 15.0, 14.4)","(1.9, 2.08, 2.077974683544304)","(7.0, 9.6, 9.054545454545455)","(6.0, 8.6, 8.227906976744185)","(5.0, 7.4, 6.7)"
07-12-2022 19:59:38.509699,"(11.0, 16.0, 14.894736842105264)","(26.0, 60.0, 59.32203389830509)","(11.0, 15.0, 14.4)","(1.9, 2.08, 2.077974683544304)","(7.0, 9.6, 9.0375)","(6.0, 8.6, 8.303703703703704)","(5.0, 7.4, 6.663157894736843)"
07-12-2022 19:59:39.545102,"(11.0, 16.0, 14.894736842105264)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.8)","(1.9, 2.1, 2.0652631578947367)","(7.0, 9.6, 9.0375)","(6.0, 8.6, 8.303703703703704)","(5.0, 7.4, 6.663157894736843)"
07-12-2022 19:59:40.515461,"(11.0, 16.0, 14.894736842105264)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.8)","(1.9, 2.1, 2.0652631578947367)","(7.0, 9.6, 8.850000000000001)","(6.0, 8.6, 8.303703703703704)","(5.0, 7.4, 6.810526315789474)"
07-12-2022 19:59:41.525283,"(11.0, 16.0, 14.96875)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.736842105263158)","(1.85, 2.1, 2.0776470588235294)","(7.0, 9.0, 8.850000000000001)","(6.0, 8.6, 8.303703703703704)","(5.0, 7.4, 6.763636363636364)"
07-12-2022 19:59:42.644922,"(11.0, 16.0, 14.96875)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.625)","(1.85, 2.12, 2.0234108527131784)","(7.0, 9.0, 8.953846153846154)","(6.0, 8.6, 8.418181818181818)","(5.0, 7.4, 7.2444444444444445)"
07-12-2022 19:59:43.703087,"(11.0, 16.0, 15.576923076923077)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.625)","(1.85, 2.04, 2.0383333333333336)","(7.0, 9.0, 8.92)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.4, 6.65)"
07-12-2022 19:59:44.752908,"(11.0, 16.5, 15.1875)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.4)","(1.85, 2.14, 2.1100000000000003)","(7.0, 9.4, 9.0)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.4, 6.9714285714285715)"
07-12-2022 19:59:45.857378,"(11.0, 16.5, 15.125)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.4)","(1.85, 2.14, 2.1275)","(7.0, 9.4, 9.181818181818182)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.2, 6.590476190476191)"
07-12-2022 19:59:46.932065,"(11.0, 16.5, 15.125)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.4)","(1.85, 2.14, 2.117777777777778)","(7.0, 9.4, 9.100000000000001)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.2, 6.9)"
07-12-2022 19:59:48.060111,"(11.0, 16.5, 15.136363636363637)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.333333333333334)","(1.85, 2.14, 2.126666666666667)","(7.0, 9.4, 9.181818181818182)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.0, 6.6)"
07-12-2022 19:59:49.146741,"(11.0, 16.5, 15.205882352941176)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.583333333333334)","(1.85, 2.14, 2.106666666666667)","(7.0, 9.4, 9.181818181818182)","(6.0, 8.6, 8.405263157894737)","(5.0, 7.0, 6.9)"
07-12-2022 19:59:50.139202,"(11.0, 16.5, 15.205882352941176)","(26.0, 60.0, 59.42028985507247)","(11.0, 14.5, 14.25)","(1.85, 2.14, 2.112727272727273)","(7.0, 9.4, 9.181818181818182)","(6.0, 8.6, 8.405714285714286)","(5.0, 7.0, 6.610526315789474)"
07-12-2022 19:59:51.140262,"(11.0, 16.5, 15.205882352941176)","(26.0, 60.0, 59.42028985507247)","(11.0, 14.5, 13.9)","(1.85, 2.14, 2.0677777777777777)","(7.0, 9.4, 8.866666666666667)","(6.0, 8.6, 8.408695652173913)","(5.0, 7.2, 6.640000000000001)"
07-12-2022 19:59:52.195158,"(11.0, 16.5, 15.205882352941176)","(26.0, 60.0, 59.42028985507247)","(11.0, 14.5, 14.029411764705882)","(1.85, 2.12, 2.097391304347826)","(7.0, 9.4, 9.0)","(6.0, 8.6, 8.431578947368422)","(5.0, 7.2, 6.914285714285715)"
07-12-2022 19:59:53.274186,"(11.0, 16.5, 15.205882352941176)","(26.0, 60.0, 59.42028985507247)","(11.0, 14.5, 14.142857142857142)","(1.85, 2.12, 2.0766666666666667)","(7.0, 9.4, 9.0)","(6.0, 9.0, 8.813333333333334)","(5.0, 7.2, 6.65)"
07-12-2022 19:59:54.269840,"(11.0, 16.5, 15.071428571428571)","(26.0, 60.0, 59.42028985507247)","(11.0, 14.5, 14.142857142857142)","(1.85, 2.12, 2.0766666666666667)","(7.0, 9.4, 9.0)","(6.0, 9.0, 8.950000000000001)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 19:59:55.374914,"(11.0, 16.0, 15.142857142857142)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.666666666666666)","(1.85, 2.12, 2.0828571428571427)","(7.0, 9.6, 9.0)","(6.0, 9.4, 9.189473684210526)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 19:59:56.336468,"(11.0, 16.0, 14.8)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.666666666666666)","(1.85, 2.12, 2.0828571428571427)","(7.0, 9.4, 8.9)","(6.0, 9.4, 9.2)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 19:59:57.395870,"(11.0, 16.5, 15.666666666666666)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.11111111111111)","(1.85, 2.12, 2.050666666666667)","(7.0, 9.4, 8.9)","(6.0, 9.4, 9.24)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 19:59:58.450719,"(11.0, 18.0, 17.5625)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.125)","(1.85, 2.12, 2.05)","(7.0, 9.4, 8.875)","(6.0, 9.4, 9.24)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 19:59:59.488245,"(11.0, 17.0, 15.75)","(26.0, 60.0, 59.42028985507247)","(11.0, 15.0, 14.125)","(1.85, 2.1, 2.05)","(7.0, 9.4, 8.875)","(6.0, 9.4, 9.24)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 20:00:00.506851,"(11.0, 17.0, 15.75)","(26.0, 60.0, 58.18181818181818)","(11.0, 15.0, 14.333333333333334)","(1.85, 2.1, 2.05)","(7.0, 9.4, 9.114285714285714)","(6.0, 9.4, 9.24)","(5.0, 7.2, 6.635294117647058)"
07-12-2022 20:00:01.525850,"(11.0, 17.0, 15.75)","(26.0, 60.0, 58.75)","(11.0, 15.0, 14.125)","(1.85, 2.1, 2.05)","(7.0, 9.2, 8.733333333333333)","(6.0, 9.4, 9.273684210526316)","(5.0, 7.2, 6.443478260869566)"
07-12-2022 20:00:02.601154,"(11.0, 18.5, 16.5)","(26.0, 60.0, 59.04761904761905)","(11.0, 15.0, 14.363636363636363)","(1.85, 2.1, 2.05)","(7.0, 9.4, 8.799999999999999)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.437037037037038)"
07-12-2022 20:00:03.658031,"(11.0, 18.0, 16.19047619047619)","(26.0, 60.0, 59.354838709677416)","(11.0, 15.0, 14.363636363636363)","(1.85, 2.1, 2.05)","(7.0, 9.2, 8.685714285714285)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.437037037037038)"
07-12-2022 20:00:04.677350,"(11.0, 18.0, 16.19047619047619)","(26.0, 60.0, 59.354838709677416)","(11.0, 15.0, 14.666666666666666)","(1.85, 2.1, 2.05)","(7.0, 9.2, 9.189473684210526)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.437037037037038)"
07-12-2022 20:00:05.631203,"(11.0, 17.5, 17.0)","(26.0, 60.0, 59.354838709677416)","(11.0, 15.0, 14.666666666666666)","(1.85, 2.1, 2.05)","(7.0, 9.4, 9.189473684210526)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.341176470588235)"
07-12-2022 20:00:06.583516,"(11.0, 17.5, 17.0)","(26.0, 60.0, 59.354838709677416)","(11.0, 15.0, 14.363636363636363)","(1.85, 2.1, 2.09)","(7.0, 8.8, 8.664864864864866)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.4)"
07-12-2022 20:00:07.627329,"(11.0, 17.0, 15.5)","(26.0, 60.0, 59.354838709677416)","(11.0, 15.0, 14.363636363636363)","(1.85, 2.12, 2.1073684210526316)","(7.0, 8.8, 8.434146341463414)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.6, 6.430769230769231)"
07-12-2022 20:00:08.690340,"(11.0, 17.0, 15.285714285714286)","(26.0, 60.0, 59.310344827586206)","(11.0, 15.0, 14.421052631578947)","(1.85, 2.12, 2.1073684210526316)","(7.0, 8.8, 8.434146341463414)","(6.0, 9.4, 9.273684210526316)","(5.0, 6.8, 6.42)"
