,Miss Sadie Lea,Smooth Jack,Purple Vixen,Super Kade,King Nito,Nations Rock,Be Blessed,Yindy Girl
10-01-2023 20:30:35.605681,"(4.8, 5.8, 5.6909090909090905)","(2.7, 3.7, 3.4625000000000004)","(51.0, 180.0, 150.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.45)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 42.81481481481482)"
10-01-2023 20:30:36.785108,"(4.8, 5.8, 5.6909090909090905)","(2.7, 3.7, 3.4625000000000004)","(51.0, 180.0, 150.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.381818181818182)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 42.0)"
10-01-2023 20:30:38.053192,"(4.8, 5.8, 5.6)","(2.7, 3.7, 3.4625000000000004)","(51.0, 180.0, 150.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.45)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 46.148148148148145)"
10-01-2023 20:30:39.220119,"(4.8, 5.8, 5.6909090909090905)","(2.7, 3.7, 3.4625000000000004)","(51.0, 180.0, 150.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.490909090909091)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 46.148148148148145)"
10-01-2023 20:30:40.386305,"(4.8, 5.8, 5.6)","(2.7, 3.7, 3.4625000000000004)","(51.0, 180.0, 150.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.490909090909091)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 46.148148148148145)"
10-01-2023 20:30:41.595962,"(4.8, 5.8, 5.6)","(2.7, 3.7, 3.4916666666666667)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 7.6, 7.990243902439024)","(18.0, 26.0, 21.714285714285715)","(16.0, 22.0, 21.708333333333332)","(18.0, 48.0, 46.148148148148145)"
10-01-2023 20:30:42.885118,"(4.8, 5.8, 5.6909090909090905)","(2.7, 3.7, 3.579032258064516)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.0, 8.089795918367347)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.84090909090909)","(18.0, 48.0, 46.148148148148145)"
10-01-2023 20:30:44.058794,"(4.8, 5.8, 5.5)","(2.7, 3.7, 3.575)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.2, 7.977777777777777)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.84090909090909)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:45.115074,"(4.8, 5.8, 5.588235294117647)","(2.7, 3.7, 3.5043478260869567)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.2, 8.22857142857143)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.84090909090909)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:46.237268,"(4.8, 5.8, 5.575)","(2.7, 3.7, 3.5043478260869567)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.4, 8.22857142857143)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.84090909090909)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:47.426184,"(4.8, 5.8, 5.628571428571429)","(2.7, 3.7, 3.5043478260869567)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.4, 8.3)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.84090909090909)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:48.628108,"(4.8, 5.8, 5.628571428571429)","(2.7, 3.7, 3.5043478260869567)","(51.0, 180.0, 148.0)","(3.0, 3.7, 3.565)","(5.5, 8.4, 8.3)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.805555555555557)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:49.727480,"(4.8, 5.8, 5.5600000000000005)","(2.7, 3.65, 3.533333333333333)","(51.0, 180.0, 153.33333333333334)","(3.0, 3.65, 3.57)","(5.5, 8.4, 8.3)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.805555555555557)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:50.776590,"(4.8, 5.8, 5.5600000000000005)","(2.7, 3.65, 3.4499999999999997)","(51.0, 180.0, 148.0)","(3.0, 3.65, 3.57)","(5.5, 8.4, 8.3)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.805555555555557)","(18.0, 48.0, 46.484848484848484)"
10-01-2023 20:30:51.859146,"(4.8, 5.8, 5.5600000000000005)","(2.7, 3.6, 3.433333333333333)","(51.0, 180.0, 148.0)","(3.0, 3.65, 3.6045454545454545)","(5.5, 8.4, 8.314285714285715)","(18.0, 26.0, 22.232558139534884)","(16.0, 22.0, 21.805555555555557)","(18.0, 48.0, 46.0)"
10-01-2023 20:30:52.941347,"(4.8, 5.8, 5.533333333333333)","(2.7, 3.6, 3.429411764705882)","(51.0, 180.0, 148.0)","(3.0, 3.75, 3.7487903225806454)","(5.5, 8.4, 8.3)","(18.0, 26.0, 21.75)","(16.0, 22.0, 20.625)","(18.0, 48.0, 46.0)"
10-01-2023 20:30:54.095623,"(4.8, 5.8, 5.533333333333333)","(2.7, 3.55, 3.471212121212121)","(51.0, 160.0, 150.0)","(3.0, 3.75, 3.7445945945945946)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 22.210526315789473)","(16.0, 21.0, 20.625)","(18.0, 48.0, 45.74193548387097)"
10-01-2023 20:30:55.204869,"(4.8, 5.7, 5.571428571428572)","(2.7, 3.55, 3.4499999999999997)","(51.0, 160.0, 150.0)","(3.0, 3.75, 3.747826086956522)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.105263157894736)","(16.0, 21.0, 20.7)","(18.0, 48.0, 45.74193548387097)"
10-01-2023 20:30:56.366664,"(4.8, 5.7, 5.533333333333333)","(2.7, 3.5, 3.433333333333333)","(51.0, 160.0, 150.0)","(3.0, 3.75, 3.747826086956522)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.105263157894736)","(16.0, 21.0, 21.94871794871795)","(18.0, 48.0, 45.74193548387097)"
10-01-2023 20:30:57.506995,"(4.8, 5.7, 5.550000000000001)","(2.7, 3.5, 3.426315789473684)","(51.0, 160.0, 150.0)","(3.0, 3.75, 3.7445945945945946)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.105263157894736)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 45.74193548387097)"
10-01-2023 20:30:58.578919,"(4.8, 5.7, 5.533333333333333)","(2.7, 3.5, 3.433333333333333)","(51.0, 160.0, 150.0)","(3.0, 3.75, 3.7445945945945946)","(5.5, 8.4, 8.333333333333334)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.6)"
10-01-2023 20:30:59.759749,"(4.8, 5.7, 5.533333333333333)","(2.7, 3.5, 3.4277777777777776)","(51.0, 170.0, 155.0)","(3.0, 3.75, 3.747826086956522)","(5.5, 8.4, 8.333333333333334)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 46.888888888888886)"
10-01-2023 20:31:01.045386,"(4.8, 5.7, 5.6)","(2.7, 3.5, 3.3249999999999997)","(51.0, 170.0, 156.66666666666666)","(3.0, 3.75, 3.743939393939394)","(5.5, 8.4, 8.36)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 46.84615384615385)"
10-01-2023 20:31:02.298955,"(4.8, 5.7, 5.6)","(2.7, 3.45, 3.4)","(51.0, 170.0, 143.33333333333334)","(3.0, 3.75, 3.743939393939394)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:03.545954,"(4.8, 5.8, 5.525)","(2.7, 3.45, 3.4)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.7475409836065574)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:04.755881,"(4.8, 5.8, 5.66)","(2.7, 3.45, 3.3833333333333333)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.7475409836065574)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:06.077947,"(4.8, 5.8, 5.66)","(2.7, 3.45, 3.3833333333333333)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.7475409836065574)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:07.323990,"(4.8, 5.8, 5.66)","(2.7, 3.45, 3.37)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:08.534989,"(4.8, 5.8, 5.66)","(2.7, 3.55, 3.37)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.4, 8.342857142857143)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 47.583333333333336)"
10-01-2023 20:31:09.760371,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.55, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.4, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 48.0, 52.48148148148148)"
10-01-2023 20:31:11.018660,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:12.315612,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:13.448029,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:14.680831,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:16.060399,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:17.354093,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:18.625494,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:19.871120,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 21.3125)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:21.157232,"(4.8, 5.8, 5.705882352941177)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:22.501448,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.65)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:23.931697,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.75, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:25.155951,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:26.397000,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:27.617530,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:28.918770,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:30.283204,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:31.819751,"(4.8, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.0, 3.85, 3.775)","(5.5, 8.8, 8.208695652173914)","(18.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(18.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:33.167752,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:34.502740,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:35.812984,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:37.177506,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:38.508231,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:39.840697,"(4.6, 5.8, 5.676923076923077)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:41.148702,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:42.345141,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:43.497149,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:44.739497,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:46.039631,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 125.0)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:47.380732,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 144.28571428571428)","(3.1, 3.85, 3.775)","(6.0, 8.8, 8.208695652173914)","(17.0, 23.0, 20.428571428571427)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 52.48148148148148)"
10-01-2023 20:31:48.587196,"(4.6, 6.0, 5.684210526315789)","(2.7, 3.6, 3.2444444444444445)","(51.0, 170.0, 144.28571428571428)","(3.1, 3.85, 3.588888888888889)","(6.0, 8.8, 8.472727272727273)","(17.0, 23.0, 20.6)","(16.0, 22.0, 21.94871794871795)","(19.0, 55.0, 48.61538461538461)"
10-01-2023 20:31:49.772679,"(4.6, 6.2, 5.778947368421053)","(2.7, 3.55, 3.231818181818182)","(51.0, 150.0, 141.66666666666669)","(3.1, 3.7, 3.525)","(6.0, 8.8, 8.472727272727273)","(17.0, 21.0, 20.6)","(16.0, 22.0, 21.94871794871795)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:51.051679,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.3333333333333335)","(51.0, 150.0, 141.66666666666669)","(3.1, 3.65, 3.525)","(6.0, 8.8, 8.472727272727273)","(17.0, 21.0, 20.6)","(16.0, 22.0, 21.94871794871795)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:52.239903,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.3333333333333335)","(51.0, 150.0, 130.0)","(3.1, 3.65, 3.5)","(6.0, 8.8, 8.285714285714286)","(17.0, 21.0, 20.6)","(16.0, 22.0, 22.235294117647058)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:53.557624,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.4318181818181817)","(51.0, 150.0, 130.0)","(3.1, 3.65, 3.3875)","(6.0, 8.8, 8.285714285714286)","(17.0, 21.0, 20.565217391304348)","(16.0, 23.0, 22.235294117647058)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:54.847671,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.375)","(51.0, 150.0, 140.0)","(3.1, 3.65, 3.5)","(6.0, 8.8, 8.285714285714286)","(17.0, 21.0, 19.2)","(16.0, 23.0, 22.375)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:56.122157,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.375)","(51.0, 170.0, 140.0)","(3.1, 3.8, 3.5)","(6.0, 8.8, 8.285714285714286)","(17.0, 23.0, 20.15)","(16.0, 23.0, 22.425531914893618)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:57.341280,"(4.6, 6.0, 5.94)","(2.7, 3.5, 3.375)","(51.0, 170.0, 140.0)","(3.1, 3.8, 3.3714285714285714)","(6.0, 8.8, 8.5)","(17.0, 23.0, 20.15)","(16.0, 23.0, 22.425531914893618)","(19.0, 50.0, 48.61538461538461)"
10-01-2023 20:31:58.660856,"(4.6, 6.0, 5.95)","(2.7, 3.5, 3.4318181818181817)","(51.0, 170.0, 140.0)","(3.1, 3.55, 3.433333333333333)","(6.0, 8.8, 8.5)","(17.0, 23.0, 20.15)","(16.0, 23.0, 19.282608695652172)","(19.0, 50.0, 49.5)"
10-01-2023 20:31:59.961117,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.4318181818181817)","(51.0, 170.0, 140.0)","(3.1, 3.5, 3.433333333333333)","(6.0, 8.8, 8.5)","(17.0, 23.0, 20.157894736842106)","(16.0, 20.0, 20.545454545454547)","(19.0, 50.0, 49.5)"
10-01-2023 20:32:01.259730,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.375)","(51.0, 170.0, 140.0)","(3.1, 3.5, 3.433333333333333)","(6.0, 8.8, 8.5)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.545454545454547)","(19.0, 50.0, 49.519999999999996)"
10-01-2023 20:32:02.495467,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.4318181818181817)","(51.0, 170.0, 158.33333333333331)","(3.1, 3.5, 3.433333333333333)","(6.0, 8.8, 8.5)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.545454545454547)","(19.0, 50.0, 49.53846153846154)"
10-01-2023 20:32:03.744095,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.4318181818181817)","(51.0, 170.0, 158.33333333333331)","(3.1, 3.5, 3.4666666666666663)","(6.0, 8.8, 8.08)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.545454545454547)","(19.0, 50.0, 61.794871794871796)"
10-01-2023 20:32:05.044278,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.375)","(51.0, 170.0, 140.0)","(3.1, 3.55, 3.4666666666666663)","(6.0, 8.8, 7.9)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.63157894736842)","(19.0, 65.0, 69.55)"
10-01-2023 20:32:06.285985,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.44)","(51.0, 170.0, 140.0)","(3.1, 3.55, 3.333333333333333)","(6.0, 8.8, 8.414285714285715)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.63157894736842)","(19.0, 80.0, 71.57446808510639)"
10-01-2023 20:32:07.393963,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.44)","(51.0, 170.0, 140.0)","(3.1, 3.45, 3.333333333333333)","(6.0, 8.8, 8.414285714285715)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.63157894736842)","(19.0, 80.0, 71.57446808510639)"
10-01-2023 20:32:08.610232,"(4.6, 6.2, 6.12)","(2.7, 3.5, 3.4464285714285716)","(51.0, 170.0, 115.0)","(3.1, 3.45, 3.3187499999999996)","(6.0, 8.8, 8.414285714285715)","(17.0, 23.0, 20.157894736842106)","(16.0, 23.0, 20.63157894736842)","(19.0, 80.0, 71.57446808510639)"
10-01-2023 20:32:10.180263,"(4.6, 6.2, 5.640000000000001)","(2.7, 3.5, 3.607894736842105)","(51.0, 220.0, 115.0)","(3.1, 3.45, 3.38)","(6.0, 8.8, 8.325)","(17.0, 23.0, 19.675)","(16.0, 23.0, 20.525)","(19.0, 80.0, 48.833333333333336)"
10-01-2023 20:32:11.798443,"(4.6, 6.2, 5.733333333333333)","(2.7, 3.65, 3.6500000000000004)","(51.0, 220.0, 122.77777777777777)","(3.1, 3.45, 3.427777777777778)","(6.0, 8.8, 8.304347826086955)","(17.0, 23.0, 19.675)","(16.0, 23.0, 20.525)","(19.0, 80.0, 53.25)"
10-01-2023 20:32:13.110432,"(4.6, 6.0, 5.733333333333333)","(2.7, 3.7, 3.55)","(51.0, 220.0, 122.77777777777777)","(3.0, 3.45, 3.525)","(6.0, 8.8, 8.329411764705883)","(17.0, 23.0, 20.15)","(16.0, 23.0, 20.525)","(21.0, 75.0, 54.0)"
10-01-2023 20:32:14.472656,"(4.6, 6.0, 5.586956521739131)","(2.7, 3.7, 3.728125)","(61.0, 220.0, 122.77777777777777)","(3.0, 3.65, 3.4375)","(6.0, 8.8, 8.371428571428572)","(17.0, 23.0, 20.333333333333332)","(16.0, 23.0, 20.75)","(21.0, 70.0, 57.42857142857143)"
10-01-2023 20:32:16.137049,"(4.6, 6.0, 5.625)","(2.7, 3.75, 3.6857142857142855)","(61.0, 220.0, 122.77777777777777)","(3.0, 3.5, 3.413157894736842)","(6.0, 8.8, 8.371428571428572)","(17.0, 21.0, 20.0)","(16.0, 22.0, 20.75)","(21.0, 70.0, 69.29824561403508)"
10-01-2023 20:32:17.519385,"(4.6, 6.0, 5.728571428571429)","(2.7, 3.8, 3.5500000000000003)","(61.0, 220.0, 135.0)","(3.0, 3.5, 3.413157894736842)","(6.0, 8.8, 8.266666666666667)","(17.0, 21.0, 19.96969696969697)","(16.0, 22.0, 19.931818181818183)","(21.0, 70.0, 69.32203389830508)"
