,Mocial Chief,Bombasay,Daunting Queen,Age Of Innocence,Svindal,Starsonic,Bering Sea,Spirit Esprit,Tri Nations
10-01-2023 16:42:53.417200,"(3.1, 3.7, 3.663157894736842)","(5.5, 6.6, 6.512244897959183)","(71.0, 130.0, 124.0)","(2.3, 2.66, 2.6498387096774194)","(71.0, 95.0, 93.84615384615384)","(9.0, 11.5, 11.277258566978194)","(21.0, 30.0, 28.82051282051282)","(26.0, 38.0, 36.72222222222222)","(21.0, 34.0, 32.42424242424242)"
10-01-2023 16:42:54.872323,"(3.1, 3.7, 3.6663230240549827)","(5.5, 6.6, 6.512244897959183)","(71.0, 130.0, 125.0)","(2.3, 2.66, 2.6498387096774194)","(71.0, 95.0, 93.84615384615384)","(9.0, 11.5, 11.270833333333334)","(21.0, 30.0, 28.982142857142858)","(26.0, 38.0, 36.68571428571428)","(21.0, 34.0, 31.63157894736842)"
10-01-2023 16:42:56.128792,"(3.1, 3.7, 3.6692041522491348)","(5.5, 6.6, 6.531372549019608)","(71.0, 130.0, 127.0)","(2.3, 2.66, 2.649184549356223)","(71.0, 95.0, 93.75)","(9.0, 11.5, 11.270833333333334)","(21.0, 29.0, 28.982142857142858)","(26.0, 38.0, 36.68571428571428)","(21.0, 32.0, 31.63157894736842)"
10-01-2023 16:42:57.363744,"(3.1, 3.7, 3.6690972222222222)","(5.5, 6.6, 6.531372549019608)","(71.0, 130.0, 127.0)","(2.3, 2.66, 2.647076923076923)","(71.0, 95.0, 94.0625)","(9.0, 11.5, 11.266561514195583)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.55555555555556)","(21.0, 32.0, 31.63157894736842)"
10-01-2023 16:42:58.588606,"(3.1, 3.75, 3.7131048387096777)","(5.5, 6.6, 6.531372549019608)","(71.0, 130.0, 127.85714285714286)","(2.3, 2.66, 2.6486486486486487)","(71.0, 95.0, 94.0)","(9.0, 11.5, 11.266561514195583)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.51428571428571)","(21.0, 32.0, 31.441860465116278)"
10-01-2023 16:42:59.841333,"(3.1, 3.75, 3.713)","(5.5, 6.6, 6.526229508196721)","(71.0, 130.0, 127.85714285714286)","(2.3, 2.66, 2.6486486486486487)","(71.0, 95.0, 94.0)","(9.0, 11.5, 11.266561514195583)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.51428571428571)","(21.0, 32.0, 31.441860465116278)"
10-01-2023 16:43:01.044532,"(3.1, 3.75, 3.699868073878628)","(5.5, 6.6, 6.527272727272727)","(71.0, 130.0, 127.85714285714286)","(2.3, 2.66, 2.6481545064377685)","(71.0, 95.0, 94.0)","(9.0, 11.5, 11.266561514195583)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.51428571428571)","(21.0, 32.0, 31.441860465116278)"
10-01-2023 16:43:02.410622,"(3.1, 3.7, 3.6973880597014928)","(5.5, 6.6, 6.5296)","(71.0, 130.0, 126.47058823529412)","(2.3, 2.66, 2.6356122448979593)","(71.0, 95.0, 94.0)","(9.0, 11.5, 11.272292993630574)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.074074074074076)","(21.0, 32.0, 31.40909090909091)"
10-01-2023 16:43:03.653540,"(3.1, 3.7, 3.698097826086957)","(5.5, 6.6, 6.5296)","(71.0, 130.0, 126.47058823529412)","(2.3, 2.64, 2.6356122448979593)","(71.0, 95.0, 94.0)","(9.0, 11.5, 11.272292993630574)","(21.0, 29.0, 28.983870967741936)","(26.0, 38.0, 36.074074074074076)","(21.0, 32.0, 31.40909090909091)"
10-01-2023 16:43:04.925484,"(3.1, 3.7, 3.6993006993006996)","(5.5, 6.6, 6.52755905511811)","(71.0, 130.0, 125.71428571428572)","(2.3, 2.66, 2.6616877637130805)","(71.0, 95.0, 94.70588235294117)","(9.0, 11.5, 11.28)","(21.0, 30.0, 29.076923076923077)","(26.0, 36.0, 35.714285714285715)","(21.0, 34.0, 31.88235294117647)"
10-01-2023 16:43:06.136111,"(3.1, 3.7, 3.685786802030457)","(5.5, 6.6, 6.458015267175572)","(71.0, 130.0, 126.66666666666667)","(2.3, 2.68, 2.6647719298245613)","(71.0, 95.0, 94.70588235294117)","(9.0, 11.5, 11.261666666666667)","(21.0, 30.0, 29.229357798165136)","(26.0, 36.0, 35.714285714285715)","(21.0, 32.0, 31.727272727272727)"
10-01-2023 16:43:07.494045,"(3.1, 3.7, 3.6910094637223976)","(5.5, 6.6, 6.442276422764228)","(71.0, 130.0, 122.3076923076923)","(2.3, 2.68, 2.6647719298245613)","(71.0, 95.0, 94.5)","(9.0, 11.5, 11.261666666666667)","(21.0, 30.0, 29.04255319148936)","(26.0, 36.0, 35.282051282051285)","(21.0, 32.0, 31.666666666666668)"
10-01-2023 16:43:08.717722,"(3.1, 3.75, 3.6910094637223976)","(5.5, 6.6, 6.438709677419355)","(71.0, 130.0, 122.3076923076923)","(2.3, 2.68, 2.6638783269961976)","(71.0, 95.0, 94.64285714285714)","(9.0, 11.5, 11.261666666666667)","(21.0, 30.0, 29.01098901098901)","(26.0, 36.0, 35.333333333333336)","(21.0, 32.0, 31.666666666666668)"
10-01-2023 16:43:09.896746,"(3.1, 3.75, 3.6924148606811147)","(5.5, 6.6, 6.438709677419355)","(71.0, 130.0, 124.11764705882354)","(2.3, 2.68, 2.6638783269961976)","(71.0, 95.0, 94.73684210526315)","(9.0, 11.5, 11.254295532646047)","(21.0, 30.0, 28.984615384615385)","(26.0, 36.0, 35.333333333333336)","(21.0, 32.0, 31.666666666666668)"
10-01-2023 16:43:11.119465,"(3.1, 3.75, 3.7016129032258065)","(5.5, 6.4, 6.463225806451613)","(71.0, 130.0, 124.11764705882354)","(2.3, 2.68, 2.6504761904761907)","(71.0, 95.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.985714285714284)","(26.0, 36.0, 35.37777777777778)","(21.0, 32.0, 31.53846153846154)"
10-01-2023 16:43:12.293304,"(3.2, 3.75, 3.6838235294117645)","(5.5, 6.6, 6.463225806451613)","(71.0, 130.0, 124.11764705882354)","(2.3, 2.66, 2.648815789473684)","(71.0, 100.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.985714285714284)","(26.0, 36.0, 35.37777777777778)","(21.0, 32.0, 32.264150943396224)"
10-01-2023 16:43:13.502701,"(3.2, 3.75, 3.7038860103626945)","(5.5, 6.6, 6.3693121693121695)","(71.0, 130.0, 120.52631578947368)","(2.3, 2.66, 2.6480281690140846)","(71.0, 100.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.984126984126984)","(26.0, 36.0, 35.37777777777778)","(21.0, 34.0, 32.4)"
10-01-2023 16:43:14.607100,"(3.2, 3.75, 3.7078199052132703)","(5.5, 6.4, 6.358273381294964)","(71.0, 130.0, 120.52631578947368)","(2.3, 2.66, 2.649308176100629)","(71.0, 100.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.984126984126984)","(26.0, 36.0, 35.37777777777778)","(21.0, 34.0, 32.4)"
10-01-2023 16:43:15.714122,"(3.2, 3.75, 3.707971014492754)","(5.5, 6.4, 6.356028368794327)","(71.0, 130.0, 120.52631578947368)","(2.3, 2.66, 2.6504225352112676)","(71.0, 100.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.983333333333334)","(26.0, 36.0, 35.37777777777778)","(21.0, 34.0, 32.4)"
10-01-2023 16:43:16.786981,"(3.2, 3.75, 3.707843137254902)","(5.5, 6.4, 6.344144144144145)","(71.0, 130.0, 120.52631578947368)","(2.3, 2.66, 2.6504225352112676)","(71.0, 100.0, 97.85714285714286)","(9.0, 11.5, 11.278716216216216)","(21.0, 29.0, 28.983333333333334)","(26.0, 36.0, 35.391304347826086)","(21.0, 34.0, 32.4)"
10-01-2023 16:43:17.969405,"(3.2, 3.75, 3.707729468599034)","(5.5, 6.4, 6.288397790055249)","(71.0, 130.0, 120.58823529411765)","(2.3, 2.66, 2.635813953488372)","(71.0, 100.0, 98.14814814814815)","(9.0, 11.5, 11.292553191489361)","(21.0, 29.0, 28.746835443037973)","(26.0, 36.0, 35.5609756097561)","(21.0, 34.0, 32.9)"
10-01-2023 16:43:19.194598,"(3.2, 3.7, 3.688218390804598)","(5.5, 6.6, 6.4587412587412585)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.638130311614731)","(71.0, 100.0, 98.21428571428571)","(9.0, 11.5, 11.305860805860807)","(21.0, 30.0, 28.81437125748503)","(26.0, 36.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:20.398396,"(3.2, 3.7, 3.6910869565217395)","(5.5, 6.6, 6.461333333333333)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.66, 2.6351658767772514)","(71.0, 110.0, 98.0)","(9.0, 11.5, 11.308118081180812)","(21.0, 30.0, 28.81437125748503)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:21.538247,"(3.2, 3.7, 3.689873417721519)","(5.5, 6.6, 6.462585034013606)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.623880070546737)","(71.0, 110.0, 98.0)","(9.0, 11.5, 11.308118081180812)","(21.0, 30.0, 28.81437125748503)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:22.631126,"(3.2, 3.7, 3.6897872340425533)","(5.5, 6.6, 6.470512820512821)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.623880070546737)","(71.0, 110.0, 98.0)","(9.0, 11.5, 11.308118081180812)","(21.0, 30.0, 28.83529411764706)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:23.783867,"(3.2, 3.7, 3.6897872340425533)","(5.5, 6.6, 6.470512820512821)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.623561151079137)","(71.0, 110.0, 98.0)","(9.0, 11.5, 11.30952380952381)","(21.0, 30.0, 28.83529411764706)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:24.943478,"(3.2, 3.7, 3.69819587628866)","(5.5, 6.6, 6.470512820512821)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.623561151079137)","(71.0, 110.0, 96.25)","(9.0, 11.5, 11.305970149253731)","(21.0, 30.0, 28.83529411764706)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:26.114637,"(3.2, 3.7, 3.69819587628866)","(5.5, 6.6, 6.471337579617835)","(71.0, 130.0, 121.11111111111111)","(2.3, 2.64, 2.623471971066908)","(71.0, 100.0, 96.25)","(9.0, 11.5, 11.239495798319327)","(21.0, 30.0, 28.83529411764706)","(26.0, 38.0, 36.0)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:27.511597,"(3.2, 3.7, 3.69819587628866)","(5.5, 6.6, 6.470512820512821)","(71.0, 130.0, 122.38095238095238)","(2.3, 2.64, 2.623413729128015)","(71.0, 110.0, 97.5)","(9.0, 11.5, 11.245833333333334)","(21.0, 30.0, 28.840236686390533)","(26.0, 38.0, 35.642857142857146)","(21.0, 34.0, 33.18518518518518)"
10-01-2023 16:43:28.691646,"(3.2, 3.75, 3.7072139303482587)","(5.5, 6.6, 6.493193717277487)","(71.0, 130.0, 123.6842105263158)","(2.3, 2.64, 2.617557755775578)","(71.0, 100.0, 98.75)","(9.0, 11.5, 11.244769874476987)","(21.0, 30.0, 28.812121212121212)","(26.0, 36.0, 35.729729729729726)","(21.0, 34.0, 33.523809523809526)"
10-01-2023 16:43:30.278394,"(3.2, 3.75, 3.7037634408602154)","(5.5, 6.6, 6.428813559322034)","(71.0, 130.0, 124.73684210526315)","(2.3, 2.62, 2.6175333333333333)","(71.0, 100.0, 98.57142857142857)","(9.0, 11.5, 11.244769874476987)","(21.0, 30.0, 28.79754601226994)","(26.0, 36.0, 35.77777777777778)","(21.0, 34.0, 32.74418604651163)"
10-01-2023 16:43:31.579739,"(3.2, 3.75, 3.7037634408602154)","(5.5, 6.6, 6.4)","(71.0, 130.0, 122.72727272727272)","(2.3, 2.62, 2.596638246041413)","(71.0, 100.0, 98.75)","(9.0, 11.5, 11.225225225225225)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.714285714285715)","(21.0, 34.0, 32.74418604651163)"
10-01-2023 16:43:32.901000,"(3.2, 3.9, 3.894319775596073)","(5.5, 6.4, 6.31404255319149)","(71.0, 130.0, 119.33333333333333)","(2.3, 2.6, 2.5954773869346734)","(71.0, 100.0, 99.375)","(9.0, 11.5, 11.225225225225225)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.733333333333334)","(21.0, 34.0, 32.68292682926829)"
10-01-2023 16:43:34.040521,"(3.2, 3.9, 3.897340425531915)","(5.5, 6.6, 6.395959595959596)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.6, 2.5713661202185794)","(71.0, 100.0, 99.5)","(9.0, 11.5, 11.208133971291867)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.724137931034484)","(21.0, 34.0, 32.59574468085106)"
10-01-2023 16:43:35.186411,"(3.2, 3.9, 3.8973604826546002)","(5.5, 6.6, 6.4134529147982065)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.58, 2.5754202898550727)","(71.0, 100.0, 99.54545454545455)","(9.0, 11.5, 11.28370786516854)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.76470588235294)","(21.0, 34.0, 32.59574468085106)"
10-01-2023 16:43:36.463510,"(3.2, 3.9, 3.89768)","(5.5, 6.6, 6.448727272727273)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.58, 2.575339233038348)","(71.0, 100.0, 99.8)","(9.0, 11.5, 11.311728395061728)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.76470588235294)","(26.0, 34.0, 32.59574468085106)"
10-01-2023 16:43:37.563250,"(3.2, 3.9, 3.89768)","(5.5, 6.6, 6.448727272727273)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.58, 2.575339233038348)","(71.0, 100.0, 99.8)","(9.0, 11.5, 11.264397905759163)","(21.0, 30.0, 28.73548387096774)","(26.0, 36.0, 35.75)","(26.0, 34.0, 32.59574468085106)"
10-01-2023 16:43:38.677188,"(3.3, 3.95, 3.924579831932773)","(5.5, 6.6, 6.440944881889764)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.58, 2.5755223880597016)","(71.0, 100.0, 99.16666666666667)","(9.0, 11.5, 11.264397905759163)","(21.0, 30.0, 28.675675675675677)","(26.0, 36.0, 35.75)","(26.0, 34.0, 32.5)"
10-01-2023 16:43:39.759987,"(3.3, 3.95, 3.9185)","(5.5, 6.4, 6.352763819095478)","(71.0, 120.0, 119.33333333333333)","(2.3, 2.58, 2.5755223880597016)","(71.0, 100.0, 99.56521739130434)","(9.0, 11.5, 11.279005524861878)","(21.0, 30.0, 28.743589743589745)","(26.0, 36.0, 35.93103448275862)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:40.845247,"(3.3, 3.95, 3.923305084745763)","(5.5, 6.4, 6.3558685446009395)","(71.0, 120.0, 119.375)","(2.3, 2.58, 2.5757386363636363)","(71.0, 100.0, 99.56521739130434)","(9.0, 11.5, 11.279005524861878)","(21.0, 30.0, 28.743589743589745)","(26.0, 36.0, 35.93103448275862)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:41.907812,"(3.3, 3.95, 3.9166666666666665)","(5.5, 6.4, 6.310476190476191)","(71.0, 120.0, 119.375)","(2.3, 2.58, 2.5795121951219513)","(71.0, 100.0, 99.56521739130434)","(10.0, 11.5, 11.279005524861878)","(21.0, 30.0, 28.743589743589745)","(26.0, 36.0, 35.93333333333333)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:42.991884,"(3.3, 3.95, 3.947415185783522)","(5.5, 6.2, 6.184810126582279)","(71.0, 120.0, 119.5)","(2.3, 2.6, 2.5854081632653063)","(71.0, 100.0, 99.56521739130434)","(10.0, 11.5, 11.277777777777779)","(21.0, 30.0, 28.743589743589745)","(26.0, 36.0, 35.90163934426229)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:44.125177,"(3.3, 3.95, 3.9481279251170047)","(5.5, 6.2, 6.18468085106383)","(71.0, 120.0, 119.52380952380952)","(2.3, 2.6, 2.5855208333333333)","(71.0, 100.0, 99.56521739130434)","(10.0, 11.5, 11.277777777777779)","(21.0, 30.0, 28.743589743589745)","(26.0, 38.0, 35.90163934426229)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:45.224337,"(3.3, 3.95, 3.9481279251170047)","(5.5, 6.2, 6.18468085106383)","(71.0, 120.0, 119.52380952380952)","(2.3, 2.6, 2.585212765957447)","(71.0, 100.0, 99.56521739130434)","(10.0, 11.5, 11.25)","(21.0, 30.0, 28.743589743589745)","(26.0, 38.0, 35.90163934426229)","(26.0, 34.0, 32.625)"
10-01-2023 16:43:46.270977,"(3.3, 3.95, 3.9482549317147195)","(5.5, 6.4, 6.25546218487395)","(71.0, 130.0, 124.0)","(2.3, 2.6, 2.5802836879432625)","(71.0, 100.0, 99.23076923076923)","(10.0, 11.5, 11.266871165644172)","(21.0, 30.0, 28.759493670886076)","(26.0, 38.0, 35.96825396825397)","(26.0, 34.0, 32.68)"
10-01-2023 16:43:47.490004,"(3.3, 3.95, 3.949226006191951)","(5.5, 6.4, 6.2601156069364166)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.6, 2.5872183908045976)","(71.0, 100.0, 99.23076923076923)","(10.0, 11.5, 11.257961783439491)","(21.0, 30.0, 28.759493670886076)","(26.0, 38.0, 35.96825396825397)","(26.0, 34.0, 32.68)"
10-01-2023 16:43:48.592955,"(3.3, 3.95, 3.949226006191951)","(5.5, 6.4, 6.2601156069364166)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.6, 2.5872183908045976)","(71.0, 100.0, 99.23076923076923)","(10.0, 11.5, 11.291208791208792)","(21.0, 30.0, 28.759493670886076)","(26.0, 38.0, 35.57142857142857)","(26.0, 34.0, 32.68)"
10-01-2023 16:43:49.910654,"(3.3, 4.0, 3.960861423220974)","(5.5, 6.2, 6.147826086956522)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.6, 2.5768181818181817)","(71.0, 100.0, 99.58333333333333)","(10.0, 11.5, 11.270408163265307)","(21.0, 30.0, 28.759493670886076)","(26.0, 36.0, 35.57142857142857)","(26.0, 34.0, 32.68)"
10-01-2023 16:43:51.276934,"(3.3, 4.0, 3.9611524163568776)","(5.5, 6.2, 6.147826086956522)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.58, 2.5768181818181817)","(71.0, 100.0, 99.58333333333333)","(10.0, 11.5, 11.270408163265307)","(21.0, 30.0, 28.759493670886076)","(26.0, 36.0, 35.57142857142857)","(26.0, 34.0, 32.68)"
10-01-2023 16:43:52.690319,"(3.3, 4.0, 3.960227272727273)","(5.5, 6.2, 6.115302491103203)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.6, 2.586439024390244)","(71.0, 100.0, 99.58333333333333)","(10.0, 11.5, 11.270408163265307)","(21.0, 30.0, 28.759493670886076)","(26.0, 36.0, 35.333333333333336)","(26.0, 36.0, 35.03896103896104)"
10-01-2023 16:43:54.039592,"(3.3, 4.0, 3.959677419354839)","(5.5, 6.2, 6.1227544910179645)","(71.0, 130.0, 125.55555555555556)","(2.3, 2.6, 2.586439024390244)","(71.0, 100.0, 99.58333333333333)","(10.0, 11.5, 11.270408163265307)","(21.0, 30.0, 28.759493670886076)","(26.0, 36.0, 35.388888888888886)","(26.0, 36.0, 35.212765957446805)"
10-01-2023 16:43:55.353797,"(3.3, 4.1, 4.038992042440318)","(5.5, 6.2, 6.109248554913295)","(71.0, 130.0, 125.71428571428572)","(2.3, 2.6, 2.584929859719439)","(71.0, 100.0, 99.65517241379311)","(10.0, 11.5, 11.323204419889503)","(21.0, 25.0, 24.066666666666666)","(26.0, 36.0, 35.388888888888886)","(26.0, 36.0, 35.212765957446805)"
10-01-2023 16:43:56.669840,"(3.3, 4.1, 4.038992042440318)","(5.5, 6.2, 6.237234042553192)","(71.0, 130.0, 125.71428571428572)","(2.3, 2.6, 2.581658536585366)","(71.0, 100.0, 99.70588235294117)","(10.0, 11.5, 11.330508474576272)","(21.0, 25.0, 23.806451612903224)","(26.0, 36.0, 35.31578947368421)","(26.0, 36.0, 35.212765957446805)"
10-01-2023 16:43:58.328923,"(3.3, 4.1, 4.048177083333333)","(5.5, 6.4, 6.208564231738036)","(71.0, 130.0, 125.71428571428572)","(2.25, 2.6, 2.5753617021276596)","(71.0, 100.0, 99.70588235294117)","(10.0, 11.5, 11.330508474576272)","(21.0, 24.0, 23.576923076923077)","(26.0, 36.0, 35.31578947368421)","(26.0, 36.0, 35.212765957446805)"
10-01-2023 16:43:59.948952,"(3.3, 4.1, 4.047905759162304)","(5.5, 6.4, 6.306501547987616)","(71.0, 130.0, 125.55555555555556)","(2.25, 2.58, 2.5738243626062323)","(71.0, 100.0, 99.65517241379311)","(10.0, 11.5, 11.329545454545455)","(21.0, 24.0, 22.523809523809526)","(26.0, 36.0, 35.31578947368421)","(26.0, 36.0, 35.19565217391305)"
10-01-2023 16:44:01.364817,"(3.3, 4.1, 4.047905759162304)","(5.5, 6.4, 6.306501547987616)","(71.0, 130.0, 125.55555555555556)","(2.25, 2.58, 2.575129151291513)","(71.0, 100.0, 106.81818181818181)","(10.0, 11.5, 11.294285714285714)","(21.0, 23.0, 21.045454545454547)","(26.0, 36.0, 35.42857142857143)","(26.0, 36.0, 35.16216216216216)"
10-01-2023 16:44:02.639376,"(3.3, 4.1, 4.044820295983087)","(5.5, 6.4, 6.316111111111112)","(71.0, 130.0, 125.55555555555556)","(2.25, 2.58, 2.588)","(71.0, 110.0, 105.54054054054055)","(10.0, 11.5, 11.258793969849247)","(21.0, 22.0, 20.22222222222222)","(26.0, 36.0, 35.21951219512195)","(26.0, 36.0, 35.16216216216216)"
10-01-2023 16:44:03.848234,"(3.3, 4.1, 4.047058823529412)","(5.5, 6.4, 6.316111111111112)","(71.0, 130.0, 119.54545454545455)","(2.3, 2.6, 2.5905333333333336)","(71.0, 110.0, 103.125)","(10.0, 11.5, 11.26923076923077)","(21.0, 21.0, 20.03125)","(26.0, 36.0, 35.3469387755102)","(26.0, 36.0, 35.16216216216216)"
10-01-2023 16:44:04.930658,"(3.3, 4.1, 4.051243781094527)","(5.5, 6.4, 6.3337748344370866)","(71.0, 120.0, 119.41176470588235)","(2.3, 2.6, 2.591456310679612)","(71.0, 110.0, 102.14285714285714)","(10.0, 11.5, 11.26923076923077)","(21.0, 21.0, 19.6875)","(26.0, 36.0, 35.3469387755102)","(26.0, 36.0, 35.16216216216216)"
10-01-2023 16:44:06.179972,"(3.3, 4.1, 4.05578947368421)","(5.5, 6.4, 6.333554817275748)","(71.0, 120.0, 119.44444444444444)","(2.25, 2.6, 2.5962666666666667)","(71.0, 110.0, 102.14285714285714)","(10.0, 11.5, 11.252252252252251)","(21.0, 20.0, 20.25)","(26.0, 36.0, 35.3469387755102)","(26.0, 36.0, 35.16216216216216)"
10-01-2023 16:44:07.499453,"(3.4, 4.1, 4.049914821124361)","(5.5, 6.4, 6.333554817275748)","(71.0, 120.0, 119.44444444444444)","(2.3, 2.62, 2.605868263473054)","(71.0, 110.0, 99.1891891891892)","(10.0, 11.5, 11.252252252252251)","(20.0, 21.0, 20.264705882352942)","(26.0, 36.0, 35.2)","(26.0, 36.0, 31.833333333333332)"
10-01-2023 16:44:08.890328,"(3.4, 4.1, 4.054276827371695)","(5.5, 6.6, 6.406870229007634)","(71.0, 120.0, 121.72413793103448)","(2.3, 2.62, 2.608020304568528)","(71.0, 100.0, 97.5)","(10.0, 11.5, 11.280876494023904)","(20.0, 21.0, 20.507462686567163)","(26.0, 36.0, 35.18032786885246)","(26.0, 32.0, 32.32432432432432)"
10-01-2023 16:44:10.314759,"(3.4, 4.1, 4.054276827371695)","(5.5, 6.6, 6.406870229007634)","(71.0, 130.0, 123.07692307692308)","(2.3, 2.62, 2.6113207547169814)","(71.0, 100.0, 97.5)","(10.0, 11.5, 10.507978723404255)","(20.0, 21.0, 20.441558441558442)","(26.0, 36.0, 35.166666666666664)","(26.0, 34.0, 32.61818181818182)"
10-01-2023 16:44:11.779410,"(3.4, 4.1, 4.054276827371695)","(5.5, 6.6, 6.46054054054054)","(71.0, 130.0, 123.79310344827586)","(2.3, 2.62, 2.6236435643564358)","(71.0, 100.0, 98.84615384615384)","(10.0, 11.0, 10.357142857142858)","(20.0, 21.0, 20.825581395348838)","(26.0, 36.0, 35.483870967741936)","(26.0, 34.0, 32.89655172413793)"
10-01-2023 16:44:13.223946,"(3.3, 4.1, 4.056954612005856)","(5.5, 6.6, 6.526074498567335)","(81.0, 130.0, 123.33333333333333)","(2.3, 2.64, 2.623244206773619)","(71.0, 100.0, 98.84615384615384)","(10.0, 10.5, 10.30590717299578)","(20.0, 21.0, 20.91919191919192)","(26.0, 36.0, 35.36)","(26.0, 34.0, 32.89655172413793)"
10-01-2023 16:44:14.657124,"(3.3, 4.1, 4.0588235294117645)","(5.5, 6.6, 6.526074498567335)","(81.0, 130.0, 123.54838709677419)","(2.3, 2.64, 2.618608695652174)","(71.0, 100.0, 98.92857142857143)","(10.0, 10.5, 10.306722689075631)","(20.0, 21.0, 20.91919191919192)","(26.0, 36.0, 33.1764705882353)","(26.0, 34.0, 32.89655172413793)"
10-01-2023 16:44:16.095321,"(3.3, 4.1, 4.059223300970873)","(5.5, 6.6, 6.526704545454545)","(71.0, 130.0, 123.54838709677419)","(2.3, 2.62, 2.623821892393321)","(71.0, 100.0, 98.92857142857143)","(9.0, 10.5, 10.304)","(19.0, 21.0, 21.32894736842105)","(26.0, 34.0, 33.72727272727273)","(26.0, 34.0, 32.8)"
10-01-2023 16:44:17.439552,"(3.3, 4.1, 4.055148342059336)","(5.5, 6.6, 6.647058823529411)","(71.0, 130.0, 120.9090909090909)","(2.3, 2.64, 2.625933682373473)","(71.0, 100.0, 99.58333333333333)","(9.0, 10.5, 10.265734265734265)","(19.0, 22.0, 21.32)","(26.0, 34.0, 34.53846153846154)","(26.0, 34.0, 32.883720930232556)"
10-01-2023 16:44:18.754380,"(3.3, 4.1, 4.079310344827586)","(5.5, 6.8, 6.6760233918128655)","(71.0, 130.0, 123.79310344827586)","(2.3, 2.64, 2.630519262981575)","(71.0, 100.0, 101.17647058823529)","(9.0, 10.5, 10.176923076923076)","(19.0, 22.0, 21.935897435897434)","(26.0, 36.0, 33.73684210526316)","(26.0, 34.0, 33.04)"
10-01-2023 16:44:19.997588,"(3.3, 4.0, 3.992156862745098)","(5.5, 6.8, 6.6760233918128655)","(71.0, 130.0, 110.0)","(2.3, 2.64, 2.6314630467571645)","(71.0, 110.0, 101.66666666666667)","(9.0, 10.5, 10.200255102040817)","(19.0, 22.0, 22.298850574712645)","(26.0, 34.0, 33.67567567567568)","(26.0, 34.0, 33.04950495049505)"
10-01-2023 16:44:21.278490,"(3.3, 4.0, 3.9847727272727274)","(5.5, 6.8, 6.727490039840637)","(71.0, 110.0, 116.81159420289855)","(2.3, 2.64, 2.6322359396433472)","(71.0, 110.0, 102.5)","(9.0, 10.5, 10.231958762886597)","(19.0, 23.0, 22.53125)","(26.0, 36.0, 34.08163265306123)","(26.0, 34.0, 33.10280373831776)"
