,Power Legend,Ugly Nicos,Gold Serenade,Boys Cry,Mi Greyt Mate,Rodeo Legend,Moanastar,Gracious Gracie,Lady Goodfellow,Vardon
09-01-2023 15:59:10.443626,"(17.0, 24.0, 21.833333333333332)","(1.95, 2.26, 2.1832)","(19.0, 26.0, 23.307692307692307)","(15.0, 29.0, 23.5)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 15.055555555555555)","(8.0, 16.5, 15.25)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.545454545454545)","(4.8, 5.9, 5.872)"
09-01-2023 15:59:11.793476,"(17.0, 23.0, 21.38235294117647)","(1.95, 2.26, 2.1869565217391305)","(19.0, 26.0, 23.307692307692307)","(15.0, 28.0, 23.736842105263158)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.934782608695652)","(8.0, 16.5, 15.25)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.545454545454545)","(4.8, 5.9, 5.872)"
09-01-2023 15:59:13.180549,"(17.0, 23.0, 20.3)","(1.95, 2.26, 2.1552000000000002)","(19.0, 26.0, 23.454545454545453)","(15.0, 28.0, 23.25)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.954545454545455)","(8.0, 16.5, 15.25)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.571428571428571)","(4.8, 5.9, 5.872)"
09-01-2023 15:59:14.571360,"(17.0, 23.0, 22.289473684210527)","(1.95, 2.28, 2.154909090909091)","(19.0, 26.0, 23.454545454545453)","(15.0, 27.0, 24.555555555555557)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.954545454545455)","(8.0, 16.5, 15.25)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.571428571428571)","(4.8, 5.9, 5.872)"
09-01-2023 15:59:15.952748,"(17.0, 23.0, 22.15625)","(1.95, 2.28, 2.154909090909091)","(19.0, 26.0, 23.454545454545453)","(15.0, 26.0, 23.291666666666668)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.954545454545455)","(8.0, 16.5, 15.25)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.571428571428571)","(4.8, 5.9, 5.872)"
09-01-2023 15:59:17.554557,"(17.0, 23.0, 22.15625)","(1.95, 2.28, 2.154909090909091)","(19.0, 26.0, 23.454545454545453)","(15.0, 26.0, 23.291666666666668)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.954545454545455)","(8.0, 16.5, 15.25)","(21.0, 36.0, 32.5)","(11.0, 14.0, 13.571428571428571)","(4.8, 5.9, 6.044303797468355)"
09-01-2023 15:59:19.112372,"(17.0, 23.0, 21.2)","(1.95, 2.28, 2.1424)","(19.0, 26.0, 23.454545454545453)","(15.0, 26.0, 24.125)","(51.0, 85.0, 82.22222222222223)","(10.0, 17.0, 14.666666666666666)","(8.0, 16.5, 14.833333333333334)","(21.0, 36.0, 32.5)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.2, 6.051807228915663)"
09-01-2023 15:59:20.888340,"(17.0, 23.0, 21.2)","(1.95, 2.28, 2.145098039215686)","(19.0, 26.0, 23.454545454545453)","(15.0, 26.0, 24.125)","(51.0, 85.0, 81.0)","(10.0, 17.0, 14.666666666666666)","(8.0, 16.5, 15.3)","(21.0, 36.0, 33.45454545454545)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.2, 6.059493670886076)"
09-01-2023 15:59:22.296327,"(17.0, 23.0, 22.18181818181818)","(1.95, 2.28, 2.1001025641025644)","(19.0, 26.0, 23.454545454545453)","(15.0, 26.0, 24.125)","(51.0, 85.0, 83.0)","(10.0, 17.0, 15.32)","(8.0, 16.5, 14.961538461538462)","(21.0, 36.0, 34.15384615384615)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.2, 6.059493670886076)"
09-01-2023 15:59:23.827445,"(17.0, 23.0, 21.90909090909091)","(1.95, 2.12, 2.1001538461538463)","(19.0, 26.0, 24.6)","(15.0, 26.0, 24.285714285714285)","(51.0, 85.0, 82.5)","(10.0, 17.0, 15.551724137931034)","(8.0, 16.5, 15.73076923076923)","(21.0, 36.0, 34.15384615384615)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.2, 6.059493670886076)"
09-01-2023 15:59:25.152999,"(17.0, 23.0, 21.90909090909091)","(1.95, 2.12, 2.1001538461538463)","(19.0, 26.0, 25.0)","(15.0, 26.0, 24.5)","(51.0, 85.0, 82.5)","(10.0, 17.0, 15.551724137931034)","(8.0, 16.5, 15.75925925925926)","(21.0, 36.0, 34.285714285714285)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:26.564467,"(17.0, 23.0, 21.90909090909091)","(1.95, 2.12, 2.084166666666667)","(19.0, 26.0, 23.5)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 82.5)","(10.0, 17.0, 15.0)","(8.0, 16.5, 14.928571428571429)","(21.0, 36.0, 32.35294117647059)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:27.943665,"(17.0, 23.0, 21.90909090909091)","(1.95, 2.12, 2.084166666666667)","(19.0, 27.0, 23.25)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 83.0)","(10.0, 17.0, 15.0)","(8.0, 16.0, 14.59375)","(21.0, 38.0, 33.03448275862069)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:29.346687,"(17.0, 23.0, 21.5)","(1.95, 2.12, 2.084166666666667)","(19.0, 27.0, 24.272727272727273)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 17.0, 15.0)","(8.0, 16.0, 14.59375)","(21.0, 38.0, 32.666666666666664)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:30.787158,"(17.0, 25.0, 22.839285714285715)","(1.95, 2.12, 2.084166666666667)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 17.0, 15.333333333333334)","(8.0, 16.0, 14.6)","(21.0, 38.0, 32.46153846153846)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:32.173299,"(17.0, 25.0, 21.470588235294116)","(1.95, 2.12, 2.083142857142857)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 16.5, 15.578947368421053)","(8.0, 16.0, 14.96875)","(21.0, 38.0, 34.142857142857146)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:33.475051,"(17.0, 26.0, 25.31818181818182)","(1.95, 2.12, 2.083142857142857)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 16.5, 15.578947368421053)","(8.0, 16.0, 15.142857142857142)","(21.0, 38.0, 34.142857142857146)","(11.0, 14.0, 13.625)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:34.762423,"(17.0, 26.0, 25.31818181818182)","(1.95, 2.12, 2.083142857142857)","(19.0, 27.0, 24.23076923076923)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 16.5, 15.333333333333334)","(8.0, 16.0, 14.75)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.875)","(4.8, 6.2, 6.06125)"
09-01-2023 15:59:36.125592,"(17.0, 26.0, 24.58823529411765)","(1.95, 2.12, 2.083142857142857)","(19.0, 27.0, 24.5)","(15.0, 26.0, 25.2)","(51.0, 85.0, 84.0)","(10.0, 16.0, 15.333333333333334)","(8.0, 15.5, 14.428571428571429)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.8875)","(4.8, 6.2, 5.947169811320755)"
09-01-2023 15:59:37.464954,"(17.0, 26.0, 24.666666666666668)","(1.95, 2.12, 2.083916083916084)","(19.0, 27.0, 24.23076923076923)","(15.0, 26.0, 25.2)","(51.0, 85.0, 84.0)","(10.0, 16.0, 15.333333333333334)","(8.0, 15.5, 14.428571428571429)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.8875)","(4.8, 6.0, 5.947169811320755)"
09-01-2023 15:59:38.836968,"(17.0, 26.0, 25.142857142857142)","(1.95, 2.12, 2.0839436619718312)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.2)","(51.0, 85.0, 84.0)","(10.0, 16.0, 15.2)","(8.0, 15.5, 14.6)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.947169811320755)"
09-01-2023 15:59:40.242771,"(17.0, 26.0, 25.2)","(1.95, 2.12, 2.192857142857143)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 14.857142857142858)","(8.0, 15.5, 14.6)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.947169811320755)"
09-01-2023 15:59:41.655720,"(17.0, 26.0, 24.90909090909091)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 24.3)","(15.0, 26.0, 25.1)","(51.0, 85.0, 84.0)","(10.0, 15.5, 14.75)","(8.0, 15.5, 14.6)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.947169811320755)"
09-01-2023 15:59:43.010908,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 23.785714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 14.3)","(8.0, 15.5, 14.6)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.9450980392156865)"
09-01-2023 15:59:44.301877,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 23.785714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 14.3)","(8.0, 15.5, 14.6)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.9450980392156865)"
09-01-2023 15:59:45.622177,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1958333333333333)","(19.0, 27.0, 23.785714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 15.39247311827957)","(8.0, 15.5, 14.9)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.884615384615385)","(4.8, 6.0, 5.9450980392156865)"
09-01-2023 15:59:46.944867,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1966666666666668)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 14.625)","(8.0, 15.5, 14.136363636363637)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.0, 5.9450980392156865)"
09-01-2023 15:59:48.284946,"(17.0, 26.0, 24.90909090909091)","(1.95, 2.2, 2.1966666666666668)","(19.0, 27.0, 24.3)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.0, 14.625)","(8.0, 14.5, 13.73076923076923)","(21.0, 38.0, 33.5)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.0, 5.9450980392156865)"
09-01-2023 15:59:49.627638,"(17.0, 26.0, 25.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.0, 14.625)","(8.0, 14.5, 13.73076923076923)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.571428571428571)","(4.8, 6.0, 5.952136752136752)"
09-01-2023 15:59:50.900309,"(17.0, 26.0, 25.2)","(1.95, 2.2, 2.18)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.0, 15.1)","(8.0, 14.5, 13.785714285714285)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.0, 5.952136752136752)"
09-01-2023 15:59:52.176416,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.18)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 15.1)","(8.0, 14.0, 13.423076923076923)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.0, 6.086734693877551)"
09-01-2023 15:59:53.477946,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.875)","(51.0, 85.0, 84.0)","(10.0, 15.5, 15.1)","(8.0, 14.0, 13.423076923076923)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.086734693877551)"
09-01-2023 15:59:54.774519,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 15.5, 15.0)","(8.0, 14.0, 13.3)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.086734693877551)"
09-01-2023 15:59:56.020161,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 15.5, 15.5)","(8.0, 13.5, 13.3)","(21.0, 38.0, 36.07142857142857)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.086734693877551)"
09-01-2023 15:59:57.304400,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 17.0, 15.5)","(8.0, 13.5, 12.75)","(21.0, 38.0, 35.23076923076923)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.086734693877551)"
09-01-2023 15:59:58.621943,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 17.0, 15.5)","(8.0, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.086734693877551)"
09-01-2023 15:59:59.959729,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1933333333333334)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 17.0, 15.153846153846153)","(8.0, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.039130434782609)"
09-01-2023 16:00:01.244628,"(17.0, 26.0, 25.2)","(1.95, 2.2, 2.1968)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 16.5, 14.3125)","(8.5, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.039130434782609)"
09-01-2023 16:00:02.484118,"(17.0, 26.0, 25.2)","(1.95, 2.2, 2.1968)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 84.0)","(10.0, 16.5, 14.3125)","(8.5, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.039130434782609)"
09-01-2023 16:00:03.748931,"(17.0, 26.0, 25.2)","(1.95, 2.2, 2.1968)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 77.5)","(10.0, 16.5, 15.166666666666666)","(8.5, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.039130434782609)"
09-01-2023 16:00:05.016302,"(17.0, 26.0, 24.2)","(1.95, 2.2, 2.1968)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 80.0)","(10.0, 16.0, 14.970588235294118)","(8.5, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.039130434782609)"
09-01-2023 16:00:06.358892,"(17.0, 26.0, 24.875)","(1.95, 2.2, 2.1961904761904765)","(19.0, 27.0, 25.285714285714285)","(15.0, 26.0, 24.90909090909091)","(51.0, 85.0, 80.0)","(10.0, 16.0, 14.970588235294118)","(8.5, 13.0, 12.75)","(21.0, 38.0, 35.88235294117647)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.0701754385964914)"
09-01-2023 16:00:07.660296,"(17.0, 26.0, 25.25)","(1.95, 2.2, 2.1950000000000003)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.076923076923077)","(51.0, 85.0, 69.0909090909091)","(10.0, 16.0, 15.0)","(8.5, 13.0, 15.038461538461538)","(21.0, 38.0, 36.666666666666664)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:08.937528,"(17.0, 26.0, 24.714285714285715)","(1.95, 2.2, 2.1950000000000003)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.076923076923077)","(51.0, 85.0, 76.36363636363636)","(10.0, 15.5, 14.423076923076923)","(8.5, 15.5, 12.84375)","(21.0, 38.0, 40.0)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:10.238601,"(17.0, 26.0, 24.714285714285715)","(1.95, 2.2, 2.1950000000000003)","(19.0, 27.0, 25.714285714285715)","(15.0, 26.0, 25.076923076923077)","(51.0, 80.0, 70.58823529411765)","(10.0, 15.5, 14.369565217391305)","(8.5, 13.0, 13.166666666666666)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:11.458633,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.1914285714285717)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.076923076923077)","(51.0, 80.0, 78.0)","(10.0, 15.5, 14.131578947368421)","(8.5, 14.5, 13.433333333333334)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:12.700406,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.1914285714285717)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.076923076923077)","(51.0, 80.0, 77.0)","(10.0, 15.5, 14.357142857142858)","(8.5, 14.5, 13.366666666666667)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:13.930629,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.1914285714285717)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.076923076923077)","(51.0, 80.0, 78.125)","(10.0, 14.5, 14.3)","(8.5, 13.5, 13.366666666666667)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:15.215025,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 24.714285714285715)","(51.0, 80.0, 78.125)","(10.0, 14.5, 13.666666666666666)","(8.5, 13.5, 13.366666666666667)","(21.0, 42.0, 40.61538461538461)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:16.604997,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 78.125)","(10.0, 14.0, 13.617647058823529)","(8.5, 13.5, 14.029411764705882)","(21.0, 42.0, 40.61538461538461)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:17.932708,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 78.125)","(10.0, 14.0, 13.617647058823529)","(8.5, 14.5, 13.738095238095237)","(21.0, 42.0, 40.61538461538461)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:19.265194,"(17.0, 26.0, 25.18181818181818)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 75.0)","(10.0, 14.0, 13.871287128712872)","(8.5, 14.5, 13.884615384615385)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:20.550842,"(17.0, 26.0, 25.25)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 75.0)","(10.0, 14.0, 13.871287128712872)","(8.5, 14.5, 13.85)","(21.0, 42.0, 40.36363636363637)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:21.773374,"(17.0, 26.0, 25.25)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 77.0)","(10.0, 14.0, 13.871287128712872)","(8.5, 14.0, 12.875)","(21.0, 42.0, 40.61538461538461)","(11.0, 14.0, 13.727272727272727)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:22.943027,"(17.0, 26.0, 24.90909090909091)","(1.95, 2.2, 2.194)","(19.0, 27.0, 25.2)","(15.0, 26.0, 25.25)","(51.0, 80.0, 77.0)","(10.0, 14.0, 13.617647058823529)","(8.5, 13.0, 12.895833333333334)","(21.0, 42.0, 40.666666666666664)","(11.0, 14.0, 13.785714285714286)","(4.8, 6.2, 6.094285714285714)"
09-01-2023 16:00:24.127040,"(17.0, 26.0, 25.142857142857142)","(1.95, 2.14, 2.128888888888889)","(19.0, 27.0, 26.25)","(15.0, 26.0, 25.25)","(51.0, 80.0, 77.0)","(10.0, 14.0, 13.871287128712872)","(8.5, 13.0, 13.8)","(21.0, 42.0, 40.61538461538461)","(11.0, 14.0, 13.722222222222221)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:25.368708,"(17.0, 26.0, 23.6)","(1.95, 2.2, 2.195555555555556)","(19.0, 27.0, 25.2)","(15.0, 26.0, 23.75)","(51.0, 80.0, 77.0)","(10.0, 14.0, 13.871287128712872)","(8.5, 14.0, 13.8)","(21.0, 42.0, 40.61538461538461)","(11.0, 15.0, 13.722222222222221)","(4.8, 6.2, 6.080645161290323)"
09-01-2023 16:00:26.614667,"(17.0, 26.0, 23.6)","(1.95, 2.2, 2.195555555555556)","(19.0, 27.0, 24.272727272727273)","(15.0, 26.0, 26.27777777777778)","(51.0, 80.0, 81.0)","(10.0, 14.0, 16.772727272727273)","(8.5, 14.0, 17.5)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 14.807692307692308)","(4.8, 6.2, 6.5600000000000005)"
09-01-2023 16:00:27.893742,"(17.0, 29.0, 28.11111111111111)","(1.95, 2.22, 2.2)","(19.0, 29.0, 24.0)","(15.0, 29.0, 26.4)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.0, 17.254545454545454)","(8.5, 18.5, 16.8125)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 14.545454545454545)","(4.8, 7.0, 6.421052631578948)"
09-01-2023 16:00:29.216601,"(17.0, 29.0, 27.6)","(1.95, 2.24, 2.168)","(19.0, 28.0, 25.56756756756757)","(15.0, 28.0, 26.4)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 17.254545454545454)","(8.5, 18.5, 16.8125)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 14.545454545454545)","(4.8, 7.0, 6.421052631578948)"
09-01-2023 16:00:30.557677,"(17.0, 28.0, 27.22222222222222)","(1.95, 2.24, 2.156923076923077)","(19.0, 27.0, 23.53846153846154)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 15.865384615384615)","(8.5, 17.5, 16.8)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 13.666666666666666)","(4.8, 7.0, 6.3500000000000005)"
09-01-2023 16:00:31.861292,"(17.0, 28.0, 25.307692307692307)","(1.95, 2.24, 2.156923076923077)","(19.0, 26.0, 22.176470588235293)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 15.865384615384615)","(8.5, 17.0, 16.76923076923077)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 13.666666666666666)","(4.8, 7.0, 6.7272727272727275)"
09-01-2023 16:00:33.145917,"(17.0, 28.0, 24.11111111111111)","(1.95, 2.24, 2.156923076923077)","(19.0, 26.0, 22.75)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 15.729166666666666)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 13.666666666666666)","(4.8, 7.0, 6.725)"
09-01-2023 16:00:34.430067,"(17.0, 28.0, 24.11111111111111)","(1.95, 2.24, 2.156923076923077)","(19.0, 26.0, 23.47222222222222)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 15.972222222222221)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 13.666666666666666)","(4.8, 7.0, 6.725)"
09-01-2023 16:00:35.679704,"(17.0, 28.0, 24.11111111111111)","(1.95, 2.24, 2.156923076923077)","(19.0, 26.0, 23.47222222222222)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 16.27777777777778)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.714285714285715)","(11.0, 15.0, 13.666666666666666)","(4.8, 7.0, 6.7)"
09-01-2023 16:00:36.951147,"(17.0, 28.0, 24.11111111111111)","(1.95, 2.1, 2.0828152492668623)","(19.0, 26.0, 23.47222222222222)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 16.27777777777778)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.55555555555556)","(11.0, 15.0, 13.166666666666666)","(4.8, 7.0, 6.7)"
09-01-2023 16:00:38.291386,"(17.0, 25.0, 21.571428571428573)","(1.95, 2.1, 2.08135593220339)","(19.0, 26.0, 23.47222222222222)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 16.27777777777778)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.166666666666666)","(4.8, 7.0, 6.733333333333333)"
09-01-2023 16:00:39.691972,"(17.0, 25.0, 21.571428571428573)","(1.95, 2.1, 2.087123745819398)","(19.0, 26.0, 23.47222222222222)","(15.0, 28.0, 26.235294117647058)","(51.0, 85.0, 77.72727272727272)","(10.0, 17.5, 16.205882352941178)","(8.5, 17.0, 16.4)","(21.0, 42.0, 41.333333333333336)","(11.0, 14.0, 13.166666666666666)","(4.8, 7.0, 6.733333333333333)"
