,Flick The Joker,Orara Dan,Boys Light Up,Steel Gambler,Showdown,Cash Ability,Shanghai Gold,Impress Dressel
08-01-2023 19:00:05.095340,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.55)","(2.25, 3.3, 3.15)","(18.0, 36.0, 35.09090909090909)","(9.0, 9.4, 9.0)","(81.0, 480.0, 390.0)","(4.8, 10.0, 9.9)","(5.5, 5.9, 5.7250000000000005)"
08-01-2023 19:00:06.306064,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.55)","(2.25, 3.3, 3.15)","(18.0, 36.0, 35.09090909090909)","(9.0, 9.4, 9.0)","(81.0, 480.0, 390.0)","(4.8, 10.0, 9.9)","(5.5, 5.9, 5.7250000000000005)"
08-01-2023 19:00:07.535832,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.55)","(2.25, 3.3, 3.15)","(18.0, 36.0, 35.09090909090909)","(9.0, 9.4, 9.0)","(81.0, 480.0, 390.0)","(4.8, 10.0, 9.9)","(5.5, 5.9, 5.7250000000000005)"
08-01-2023 19:00:08.735906,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 32.666666666666664)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 10.0, 9.9)","(5.5, 5.9, 5.833333333333333)"
08-01-2023 19:00:09.897815,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 10.0, 9.9)","(5.5, 6.0, 5.833333333333333)"
08-01-2023 19:00:11.015810,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 10.0, 8.707692307692307)","(5.5, 6.0, 5.840425531914893)"
08-01-2023 19:00:12.203901,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 9.4, 8.786666666666667)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:13.424753,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 9.0, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:14.584328,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:15.716496,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:16.916038,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:18.023385,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 366.66666666666663)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:19.058822,"(20.0, 55.0, 37.0)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:20.100996,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:21.155132,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:22.486812,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:23.696005,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:25.012418,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:26.354773,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:27.503842,"(20.0, 55.0, 37.81818181818182)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:28.579954,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:29.693604,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.880952380952381)"
08-01-2023 19:00:30.994046,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 390.0)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.837837837837838)"
08-01-2023 19:00:32.391985,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 390.0)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.837837837837838)"
08-01-2023 19:00:33.601584,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 480.0, 397.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.837837837837838)"
08-01-2023 19:00:34.704643,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.678571428571429)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 490.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:35.834782,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:36.994685,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:38.172844,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:39.312015,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:40.406063,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:41.476449,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.342857142857143)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.75)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:42.606383,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.670967741935484)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 9.066666666666666)","(81.0, 470.0, 382.5)","(4.8, 8.8, 8.342857142857143)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:43.598770,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.4)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.714285714285714)","(81.0, 470.0, 382.5)","(4.8, 8.4, 8.333333333333334)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:44.974502,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.325)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.714285714285714)","(81.0, 470.0, 382.5)","(4.8, 8.4, 8.333333333333334)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:46.095106,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.325)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 470.0, 397.5)","(4.8, 8.4, 8.753846153846153)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:47.200838,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.325)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.0, 8.753846153846153)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:48.272478,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.0, 8.6)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:49.373086,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 366.66666666666663)","(4.8, 9.0, 8.6)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:50.726841,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.0, 8.6)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:51.974371,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.0, 8.6)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:53.257806,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.0, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:54.503965,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.654545454545454)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:55.797211,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:57.212468,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:58.758719,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:00:59.895719,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.1875)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.37142857142857)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:00.975987,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.1875)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.254545454545454)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:02.341392,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.2076923076923074)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:03.720406,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.640000000000001)","(2.25, 3.3, 3.2076923076923074)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:04.924046,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69344262295082)","(2.25, 3.3, 3.2076923076923074)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 366.66666666666663)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:06.155088,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.3, 3.2076923076923074)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:07.203737,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.3, 3.15)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.6)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:08.294901,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.3, 3.1421052631578945)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:09.380873,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.3, 3.1421052631578945)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:10.531233,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.25, 3.156)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 490.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:11.659904,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.156)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:12.838119,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.25, 3.013846153846154)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.884615384615384)"
08-01-2023 19:01:13.916442,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.013846153846154)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.8125)"
08-01-2023 19:01:15.039656,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.013846153846154)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.32)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.8125)"
08-01-2023 19:01:16.208051,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.013846153846154)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.8125)"
08-01-2023 19:01:17.452300,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.126666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.8125)"
08-01-2023 19:01:18.568787,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.126666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.8125)"
08-01-2023 19:01:19.698596,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.577777777777778)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:20.822433,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.466666666666667)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:22.046427,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 8.6, 8.466666666666667)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:23.251900,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 8.6, 8.466666666666667)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:24.360922,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 8.6, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:25.438140,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:26.547575,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(18.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 460.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:27.679911,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:28.855766,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:29.994761,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.7, 4.69672131147541)","(2.25, 3.2, 3.066666666666667)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:31.062609,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.8, 4.764705882352941)","(2.25, 3.2, 3.066666666666667)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:32.165233,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.8, 4.764705882352941)","(2.25, 3.2, 3.066666666666667)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.6)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:33.257068,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.8, 4.790322580645161)","(2.25, 3.2, 2.940384615384615)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:34.397246,"(20.0, 55.0, 40.46153846153847)","(4.4, 4.9, 4.8)","(2.25, 2.96, 2.940384615384615)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.9)","(81.0, 490.0, 397.5)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.818181818181818)"
08-01-2023 19:01:35.528651,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.8735593220338984)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 460.0, 375.0)","(4.8, 9.2, 8.72)","(5.5, 6.0, 5.823529411764706)"
08-01-2023 19:01:36.685117,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.8689285714285715)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 460.0, 340.0)","(4.8, 9.2, 8.8)","(5.5, 6.0, 5.823529411764706)"
08-01-2023 19:01:37.856597,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.8689285714285715)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 450.0, 367.5)","(4.8, 9.2, 8.666666666666666)","(5.5, 6.0, 5.823529411764706)"
08-01-2023 19:01:39.045211,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.8689285714285715)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 450.0, 340.0)","(4.8, 9.2, 8.666666666666666)","(5.5, 6.0, 5.823529411764706)"
08-01-2023 19:01:40.310819,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.871111111111111)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 450.0, 367.5)","(4.8, 9.2, 8.666666666666666)","(5.5, 6.0, 5.823529411764706)"
08-01-2023 19:01:41.695561,"(20.0, 55.0, 40.46153846153847)","(4.4, 5.0, 4.6909090909090905)","(2.25, 2.96, 2.94)","(19.0, 36.0, 31.833333333333336)","(9.0, 9.4, 8.913513513513514)","(81.0, 450.0, 367.5)","(4.8, 9.2, 8.666666666666666)","(5.5, 6.0, 5.823529411764706)"
