,Frame Drive,Perfect Feeling,Swinging George,Lazy Blaze,Mystical Jazz,Our Boy Roy,Wonderwoman Jujon,Vermont,Tactfilly Miracle
15-12-2022 15:03:39.732466,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.061538461538461)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:40.911926,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.061538461538461)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:42.081998,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.1)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:43.291898,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.016666666666667)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:44.539502,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.016666666666667)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:45.761200,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.314285714285714)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:46.994551,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.0)"
15-12-2022 15:03:48.244007,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:49.481119,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:50.699363,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:51.921909,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:53.119398,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:54.324911,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:55.469853,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:56.605987,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:57.770837,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:03:59.029699,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:00.250256,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:01.574023,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.0)"
15-12-2022 15:04:02.855278,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 32.25)"
15-12-2022 15:04:04.152700,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 32.25)"
15-12-2022 15:04:05.355032,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 32.25)"
15-12-2022 15:04:06.533514,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:07.736659,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:08.920641,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 7.171428571428572)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:10.057532,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.933333333333334)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:11.253239,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.933333333333334)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:12.481758,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.933333333333334)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:13.665770,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.2, 7.0285714285714285)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:14.950061,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.2, 7.0285714285714285)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 36.0)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:16.149678,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.2, 6.933333333333334)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 43.5)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:17.333958,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 43.5)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:18.559585,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 43.5)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:19.771328,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 43.5)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:20.966847,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 48.0, 43.5)","(2.7, 3.35, 3.21)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:22.142885,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.8)","(31.0, 48.0, 60.0)","(2.7, 3.35, 3.2520000000000002)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:23.359975,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 65.0, 52.5)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:24.572987,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 52.5)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:25.784602,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 52.5)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:27.014875,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 52.5)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:28.226068,"(3.6, 5.0, 4.866666666666666)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 40.0)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:29.440936,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 6.9)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:30.600909,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 54.54545454545455)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:31.779966,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 54.54545454545455)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:32.959787,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 54.54545454545455)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:34.157179,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 54.54545454545455)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:35.360946,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 54.54545454545455)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:36.570952,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 82.75)","(8.5, 13.0, 11.666666666666666)","(31.0, 60.0, 50.45454545454545)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:37.788456,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 55.0, 46.36363636363636)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:39.009449,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 46.36363636363636)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:40.235095,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 46.36363636363636)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:41.473919,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:42.692071,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(16.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.0, 8.4, 7.9)","(21.0, 36.0, 31.666666666666664)"
15-12-2022 15:04:43.915209,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 7.3)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:45.142807,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:46.268807,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:47.377011,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:48.549258,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:49.712240,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.2520000000000002)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:50.943615,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.0)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:52.093665,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.0)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:53.196133,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 7.0)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 44.85714285714286)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 26.666666666666668)"
15-12-2022 15:04:54.293939,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.8, 6.847619047619047)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:55.373359,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:56.494291,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:57.614597,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:58.746505,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.4, 6.92)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:04:59.891193,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.92)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:01.024834,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.4, 6.92)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:02.124466,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 36.666666666666664)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 7.9)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:03.273277,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.3)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:04.416626,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.8, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:05.671969,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:06.905623,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:08.122625,"(3.6, 5.1, 4.8999999999999995)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 31.333333333333336)"
15-12-2022 15:05:09.353634,"(3.6, 5.2, 4.9714285714285715)","(4.8, 7.6, 7.066666666666666)","(17.0, 26.0, 23.4)","(31.0, 95.0, 62.33333333333333)","(8.5, 13.0, 11.666666666666666)","(31.0, 50.0, 45.0)","(2.7, 3.35, 3.1866666666666665)","(6.5, 8.4, 8.1)","(21.0, 36.0, 26.666666666666668)"
